,filename,entry number,composition,OH_length 1,OH_length 2,OO_length,OOH angle 1,OOH angle 2,OH_length 1b,OH_length 2b,OO_lengthb,OOH angle 1b,OOH angle 2b,bulk_id,miller_index,nads,traj_id,bulk_symbols,slab_sid,ads_symbols,y_relaxed,natoms,nads2,adsorption_energy
445,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,514,HBi24O40Zn12,1.9139494262604837,0.976677079470065,1.4927152043415677,30.218555877198053,99.49720194958654,,,,,,mvc-16263,"(1, 2, 1)",1,Zn-BiO2-2_mvc-16263_P76rBXi8MX_zxLSwulfZ2,Zn2Bi4O8,29828,HO2,-379.06506687,77,1,2.348853429999988
26720,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,516,HCu3O26Ti9,3.666502440468313,3.0403713424551504,1.2321330763738447,50.7427031844172,110.9691692617679,,,,,,mp-1103016,"(1, 0, 1)",1,Ti3CuO8_mp-1103016_kEeUnHWUYI_GRMVeeVeYz,Ti3Cu1O8,21032,HO2,-295.6122313,39,1,2.429694219999956
5015,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,522,HAs12Cu12O46,1.8712073297063492,1.0099258992904574,1.4141917254308967,32.14033661181732,99.70499632430771,,,,,,CuAsO4-rutile,"(2, -1, 3)",1,CuAsO4_CuAsO4-rutile_03xxffgXYn_zc5qluyTJ3,Cu1As1O4,37381,HO2,-379.00049347,71,1,4.3431567300000005
10843,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,528,HFe14O30Zn6,3.033282750268757,2.7507010445907487,1.2501139825666114,65.06551106357192,90.59703899827223,,,,,,mvc-11645,"(1, 0, -1)",1,Zn-FeO2-2_mvc-11645_xWxUdstD0D_2EjbOOlGPx,Zn4Fe8O16,11157,HO2,-299.42690509,51,1,2.330993849999995
32764,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,529,HO50Rh16Sn16,1.9308827294189042,0.9822813961449893,1.518164201185389,30.176897120145078,98.84518268148857,,,,,,SnRhO4-rutile,"(1, 0, 1)",1,SnRhO4_SnRhO4-rutile_Z7diBLI41g_qYhnpvTLRb,Sn1Rh1O4,28884,HO2,-499.86268351,83,1,4.53139432999998
45356,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,530,HHg12Ir16O42,3.3674595174665667,0.9741920809610961,2.9040632351367397,15.749891310606964,110.23640029368978,,,,,,HgIrO4-rutile,"(0, 0, 1)",1,51024953_HgIrO4_HgIrO4-rutile_9wmzEtEFWp_RDR7LW94eD,Hg1Ir1O4,45823,HO2,-366.49130932,71,1,3.403040039999976
71402,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,540,HAl64O98,12.370989814685784,11.034491715892957,1.4720376140074924,23.31023446114668,153.6637743771353,,,,,,mp-32570,"(0, 0, 1)",1,Al2O3_mp-32570_ov9yg020f0_b2P85VMLgs,Al32O48,73408,HO2,-1196.36366676,163,1,5.218935690000219
14695,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,547,HAl24Lu24O70,2.689299840882427,8.377169963323603,8.01811775412388,88.21204099175307,18.715604726094778,,,,,,mp-755358,"(3, -1, 0)",1,LuAlO3_mp-755358_KAiU1g2WPn_a6gtzPYpqn,Lu2Al2O6,17739,HO2,-921.18267079,119,1,-4.894949109999946
31487,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,558,HFe16O64Te16,1.918416454004763,0.9795167332048836,1.4781640793838149,30.11694479452158,100.66478923882252,,,,,,FeTeO4-rutile,"(1, -1, 2)",1,FeTeO4_FeTeO4-rutile_WsIVs6HD2u_X8PSDeteTj,Fe1Te1O4,38810,HO2,-555.32384882,97,1,-0.2498361699999556
24158,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,588,HO26Se32Zr32,3.0226466236232548,0.9684431614006469,3.3562712615598222,16.41071626777102,61.85870819704209,,,,,,mp-756134,"(2, 2, 1)",1,ZrSeO_mp-756134_hXyWwXVQx5_CtIOCTa0FM,Zr2Se2O2,35749,HO2,-699.33332896,91,1,-4.22427001000003
82385,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,591,HGa32O66Zn16,1.9709793503089,1.214395148571421,1.3418062392600458,37.24787087406739,100.78014659717138,,,,,,mp-5794,"(1, 0, 0)",1,1012805_Zn-GaO2-2_mp-5794_x39qV3uf9E_KljLThIZP4,Zn8Ga16O32,82998,HO2,-630.04634441,115,1,4.063303110000017
4907,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,605,HCe2O50Zr22,1.93107954583496,0.9786981385464273,1.4886617646296731,29.836891989369317,100.98208877623705,,,,,,mp-752706,"(1, 0, -1)",1,CeZr11O24_mp-752706_oRzzKLBarH_IGUxRRlMEb,Ce1Zr11O24,10004,HO2,-680.51113214,75,1,3.861223320000047
9539,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,608,HCu20O45Y10,4.828935964534724,0.970821340512464,5.0649995437324735,10.926233816017099,70.52907511931001,,,,,,mp-867628,"(1, 0, 0)",1,Y6Cu11O24_mp-867628_NX3itxCOiE_8CIqXUfMTE,Y6Cu11O24,2483,HO2,-467.4674149,76,1,2.507027399999995
44993,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,628,HCa22Cu24O36,3.1235635938058275,0.9709403196067096,3.3896463469848475,16.499144789769502,66.01410147486096,,,,,,mp-4826,"(2, 2, 3)",1,2411243514_CaCuO2_mp-4826_gkZDePxFtH_ieJlL2LZoh,Ca1Cu1O2,40974,HO2,-436.60583528,83,1,-3.976946659999985
2676,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,686,HCu20O26Ti8,1.9420872048454632,0.9824914006508065,1.4875219158332769,29.69278642425801,101.71909322646883,,,,,,mp-1216931,"(0, 1, 1)",1,TiCu3O4_mp-1216931_jOrWfdlwQV_e8PYah8viS,Ti1Cu3O4,8723,HO2,-336.04061725,55,1,-0.3652582300000269
44590,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,689,HO40Ta9Ti9,2.0344769741760396,1.0394903267995503,1.4683590132045337,29.215721753894677,107.19554447628636,,,,,,mp-1173109,"(1, 2, 1)",1,2411243514_TaTiO4_mp-1173109_6xeVhaa3Xz_fsP9AJ1yiD,Ta2Ti2O8,45037,HO2,-531.9644047,59,1,0.783211529999928
30256,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,692,HMn12O28Sn4,10.12923084357723,0.9771924662795803,9.806001462367085,5.303495697394151,106.64248027630359,,,,,,mp-753706,"(1, 0, 0)",1,Mn3SnO8_mp-753706_feebFYAB9e_2NICGYL1xe,Mn6Sn2O16,39839,HO2,-298.45115399,45,1,3.4782562299999675
2988,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,722,HCa24O26,10.76142464387228,10.598142393211454,1.3835058132252958,79.54832927820438,93.07589162687121,,,,,,mp-545512,"(3, 1, 1)",1,CaO_mp-545512_chroCemtYR_SPrudPGV9q,Ca2O2,7968,HO2,-309.29808392,51,1,1.8348781200000095
70418,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,736,HNb24O98V24,1.863202615034033,0.9802325053200889,1.429395408548282,31.24697680576298,99.60340734379879,,,,,,mp-753679,"(0, 1, 0)",1,NbVO4_mp-753679_rb0hyAUER5_UfRlcLeUSH,Nb8V8O32,76204,HO2,-1238.21188151,147,1,3.6093404699999176
26236,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,762,HNi24O48Si12,3.4089435992525257,0.968977183588274,2.7375151765742944,13.13228173554905,126.93584162770092,,,,,,mp-19072,"(1, 0, 0)",1,Si-NiO2-2_mp-19072_GBnrrCIb3w_rE01q8vKOY,Si4Ni8O16,30341,HO2,-497.76694413,85,1,-0.1664443100000063
13354,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,763,HCe16Hf16O66,1.87502858375881,0.9795080560162871,1.442722112197809,30.995491821588953,99.6721309516815,,,,,,mp-850866,"(1, 0, 0)",1,CeHfO4_mp-850866_VjttILZxod_wVvEfGlEzb,Ce8Hf8O32,5586,HO2,-904.59251506,99,1,3.910729500000027
16305,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,769,HFe16Hf16O38,3.19542130091433,0.9714442789079053,2.922205096241587,17.54793587170628,97.36429483986369,,,,,,mp-753856,"(1, 0, 0)",1,HfFeO3_mp-753856_lpJyqjgHMx_SpW007VWzg,Hf4Fe4O12,81146,HO2,-579.55686177,71,1,-5.92799165999995
76678,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,785,HLi16O50Sb16,1.9595619392239345,1.0385659365207365,1.344368444533599,29.875315137992885,109.9753234913376,,,,,,mp-770932,"(1, 2, 1)",1,LiSbO3_mp-770932_EM0JoXm7Z7_xTIl19hcs0,Li4Sb4O12,72700,HO2,-473.10733924,83,1,3.930893110000024
20079,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,818,HMg6O36Ta12,3.8131593257741816,9.976329489336676,8.347191567004254,103.9174690899085,21.777296298548283,,,,,,mp-9650,"(1, 1, 0)",1,MgTa2O6_mp-9650_kvW9nOnf7C_sky8dPrPAx,Mg2Ta4O12,24957,HO2,-473.60807321,55,1,1.6619027100000174
22240,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,824,HO38Rb12Se12,2.175507826811336,1.6051738556145034,1.2853487779201642,47.08053243413035,97.01743175968429,,,,,,mp-1078830,"(2, -1, 0)",1,RbSeO3_mp-1078830_19vYysBLe5_wxCZdu23Kt,Rb2Se2O6,39694,HO2,-306.73962324,63,1,2.856621319999956
7105,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,853,HCa16O64Se16,13.55538574064568,0.9843939784743502,13.849191512867034,3.9296018223438196,70.68038595958362,,,,,,mp-1190360,"(0, 1, 0)",1,CaSeO4_mp-1190360_MFrVA3VrPS_NI6mlmTF68,Ca4Se4O16,14500,HO2,-550.30664554,97,1,4.634665420000058
28869,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,891,HO32Tl8V12,1.9194816823834047,8.60645793368954,9.898812705036647,43.42393468799975,8.81864879900467,,,,,,mp-1208174,"(1, 0, 0)",1,Tl2V3O8_mp-1208174_PDsPlQHF52_rES1woF89U,Tl4V6O16,1612,HO2,-349.88583715,53,1,2.3877007800000136
1573,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,892,HO48Se24Y48,1.9060962414663014,0.9965064459861109,1.4921324133215783,31.179152566798024,97.9968915663096,,,,,,mp-752658,"(3, 1, 0)",1,Y2SeO2_mp-752658_ZzLIsPuJXG_HpnDv9N99X,Y2Se1O2,6985,HO2,-976.21513092,121,1,1.5656287399999904
26744,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,895,HGe8K24O28,1.9321123117893146,0.9766281259049047,1.5008230748979055,29.817797433569893,100.35221590884119,,,,,,mp-5116,"(0, 1, 0)",1,K6Ge2O7_mp-5116_0dIFWLzWlF_H3shm3z7lo,K12Ge4O14,25157,HO2,-295.98839473,61,1,3.0093314899999903
33493,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,906,HNb16O54Tl16,3.869736757650597,3.958976113933545,1.2330038167540924,85.06051294968411,76.86287061268862,,,,,,mp-753384,"(1, 0, 0)",1,Nb4Tl4O13_mp-753384_1u5r8rwTp9_JAiNXH3Ga4,Nb16Tl16O52,27420,HO2,-626.54317877,87,1,0.2847534399999425
26107,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,933,HAl16Cr16O58,1.9488414027280676,0.9821879862847724,1.5048619693677219,29.641529789068482,101.09136889404586,,,,,,mp-753658,"(1, 2, 2)",1,AlCrO4_mp-753658_n0KFIh3XzG_vOa9QLFiko,Al2Cr2O8,36201,HO2,-639.85486498,91,1,6.751654629999987
34606,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,934,HBi8O58W16,2.026957205699743,1.0817092843997156,1.514381044570187,31.548076430728244,101.35607519997919,,,,,,mvc-687,"(2, -2, 1)",1,Bi-WO4-2_mvc-687_sUCTUfxtMY_SscuCF4x22,Bi1W2O8,22580,HO2,-570.85351648,83,1,2.560557289999931
22421,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,976,HCa12O34Zr12,3.8311309960550557,0.9709776185417264,3.3174560790275396,13.272179764109822,115.06475421860188,,,,,,mp-4571,"(1, 0, 0)",1,CaZrO3_mp-4571_ug0v9VhvvK_WJ9wA7C0ck,Ca4Zr4O12,79696,HO2,-475.57642023,59,1,-6.237906569999982
30438,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,990,HGa16O30Tl16,1.9501282417042525,0.998095940530047,1.4798495530791722,30.034921135990107,102.05286071843356,,,,,,mp-14222,"(1, 0, 0)",1,TlGaO2_mp-14222_aBJOXlCXeQ_rjaevMvmdK,Tl8Ga8O16,79012,HO2,-309.11477959,63,1,-3.280528420000028
12196,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,999,HNb16O62W8,1.862339076715412,1.016584203889842,1.3896215027399692,32.48748062438651,100.2719572820713,,,,,,mvc-486,"(1, 0, 0)",1,Nb2WO8_mvc-486_GV9OmaSLJJ_HtWvMrGZiF,Nb8W4O32,18950,HO2,-708.64604974,87,1,2.733888810000078
8374,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,1005,HO42Sr6,4.6456318591879,4.796657202840951,1.4663131845411586,86.95355067175906,75.27247467329694,,,,,,mp-1179224,"(1, 0, 0)",1,SrO10_mp-1179224_bZFqWA45Xv_02bReKtwHZ,Sr2O20,5976,HO2,-251.55374234,49,1,4.129973449999991
41903,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,1010,H2Bi28O32Se14,1.8821839636793227,0.982156336568207,1.4318925649512866,30.833997910219836,100.8129516127525,5.25288050730299,5.725509149230338,1.4318925649512866,63.80073800385261,102.04184018744962,mp-552098,"(1, 1, 1)",2,123212059559_Bi2SeO2_mp-552098_oXPTAiRF6B_oLXOsSdugI,Bi4Se2O4,43682,HO2,-383.74293853,76,2,4.385483749999988
5130,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,1019,HCr16O62Ta16,1.8919551930132454,0.9802485789006461,1.4660232050392732,30.740996149847067,99.39923991455991,,,,,,mp-753467,"(1, 0, 0)",1,TaCrO4_mp-753467_iXRNssWThF_QTGGFExcD1,Ta4Cr4O16,16498,HO2,-837.9512045,95,1,1.9692440499999544
39869,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,1079,HCo32Mn8O66,2.8311206789250423,2.5753210966644744,1.264491652848418,65.38773254806115,88.09968514815867,,,,,,mp-757157,"(1, 1, 0)",1,Mn-CoO2-4_mp-757157_L5pQhckfER_U6EHUeqpJy,Mn1Co4O8,25613,HO2,-637.90897759,107,1,1.7603440200000726
24252,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,1080,HNi4O36Re15,7.9473526451663945,0.9759923244715967,8.192858708061268,6.711111076698241,72.10101299305153,,,,,,mp-1219614,"(1, 1, 1)",1,Re3NiO8_mp-1219614_1P3nuaRt2B_flTYN6HRL0,Re6Ni2O16,22683,HO2,-432.40392866,56,1,0.3654502999999884
69782,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,1089,HCa16O66Ti24,21.33963382309499,15.157438918482658,18.831082798521642,43.7829721536892,76.9421383069585,,,,,,mp-1540712,"(0, 1, 1)",1,Ca2Ti3O8_mp-1540712_6J57Nj2VKL_XbdGmdRyq8,Ca4Ti6O16,70998,HO2,-859.50310168,107,1,3.010314519999977
77673,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,1098,HBi22K18O66,2.7243223780941843,1.9376975170908417,1.368976741810275,42.020770184510795,109.7546495422295,,,,,,mp-863367,"(0, 1, 0)",1,KBiO3_mp-863367_7WUjGZgLgK_R4N5tcI2ag,K12Bi12O36,72089,HO2,-543.46199712,107,1,1.317299749999986
17310,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,1112,HAl8Bi24O62,1.8934620219965739,1.012093952459276,1.4864380926351297,32.06379296657804,96.7062053851949,,,,,,mp-1262087,"(0, 1, 0)",1,Al-BiO3-3_mp-1262087_3EXdPPUZ7F_2tr6jbMlBJ,Al4Bi12O36,8623,HO2,-548.22160625,95,1,4.304891550000004
7702,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0025.lmdb,1118,HCo12K12O26,8.714705028349565,0.9768696366533886,9.149913056621742,5.613773048067242,60.77115644581033,,,,,,mp-1180771,"(1, 1, 1)",1,KCoO2_mp-1180771_Prbybqblvh_NstfG4AIMj,K4Co4O8,2640,HO2,-259.13209838,51,1,3.865507040000008
40431,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,4,HMg12O36Sr36,9.98716578275308,0.9724689328400115,9.778545551502352,5.509049738496318,99.61867743298761,,,,,,mp-1218374,"(1, 0, 2)",1,Sr3MgO4_mp-1218374_k5I6AEIE3D_D66qeLbdZN,Sr3Mg1O4,17160,HO2,-435.56848508,85,1,-4.096474550000014
1992,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,17,HFe3O42Sb14,6.550544480352694,0.9788280128433098,6.371575534780421,8.542515596022298,96.23437657542202,,,,,,mp-754951,"(1, 2, -1)",1,Fe-SbO3-4_mp-754951_hsmTp3W9rh_PWqSrTTYBs,Fe1Sb4O12,5477,HO2,-348.19304645,60,1,4.206704500000026
27444,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,31,HO43Sb22Zn5,1.9242926863394292,1.0551122283392798,1.487208243342641,32.97841842844527,96.9151082174081,,,,,,mvc-2876,"(1, -2, 2)",1,Zn-SbO2-4_mvc-2876_ExRMvG5ssk_M27IeqlhL8,Zn1Sb4O8,27707,HO2,-398.17534131,71,1,-1.5004540200000385
37336,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,102,HAl16Bi24O56,3.88329555520571,0.9677760522489709,3.6555870142515103,14.341210280987047,96.32968531619244,,,,,,mp-1248282,"(0, 1, 0)",1,Al2-BiO3-3_mp-1248282_wWFmwf59Hj_GzdSztpZnF,Al8Bi12O36,32576,HO2,-598.82089298,97,1,-1.9171059900000704
40217,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,106,HNb24O74Sb12,1.9138793698082694,0.9809255346042093,1.4707940995835262,30.23596389460623,100.73530411633668,,,,,,mp-755840,"(0, 2, 1)",1,Nb2SbO6_mp-755840_iy4grCiEdS_AbupRb133N,Nb8Sb4O24,2209,HO2,-888.83863084,111,1,2.5197034699999925
37909,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,120,HLi16Lu16O26,6.177996724679351,10.341769692672399,7.0789867431313,102.32626914552424,35.70499062725037,,,,,,mp-754537,"(1, 1, 0)",1,LiLuO2_mp-754537_8LhhYiVk5t_8dTDdSo6AK,Li3Lu3O6,24447,HO2,-378.49750385,59,1,-8.489419550000012
11904,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,140,HGe16Mg32O66,2.6302285584330662,7.619240751718187,6.3601206589021,108.62191115273815,19.095022986423697,,,,,,mp-3904,"(1, 0, 0)",1,Mg2GeO4_mp-3904_GOape6b5Sz_NcNsqGnCYV,Mg16Ge8O32,31594,HO2,-698.64993259,115,1,1.889593119999997
34859,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,143,HCa60O52,4.486915070364215,0.9663234896975194,3.7545184114565417,8.808466353919439,134.68082588003412,,,,,,mp-545512,"(3, 2, 0)",1,CaO_mp-545512_QlbYFzbn4U_86Tm094Y5J,Ca2O2,30837,HO2,-660.9234973,113,1,-4.449070190000018
41005,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,155,HCa32Ge8O8,7.664771400577416,0.9757542768986789,7.474831111459343,7.249604999898335,97.57731089951723,,,,,,mp-9721,"(1, 0, 0)",1,414325470_Ca3GeO_mp-9721_a5qyNyBJpX_ixFtuXZxg2,Ca3Ge1O1,42195,HO2,-192.89996321,49,1,-7.633657370000012
71746,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,157,HCs24O26Tl8,2.6300491095613556,2.0702641065287417,1.3362769124634657,51.0698147743301,98.79030418674286,,,,,,mp-768537,"(0, 1, 1)",1,Cs3TlO3_mp-768537_lsgVYdHI2u_6TBF63hojb,Cs12Tl4O12,73799,HO2,-230.0856146,59,1,2.5046462599999835
68732,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,165,HBi10Co32O82,1.929671335375133,0.9828430461068076,1.4712035044597866,29.9008829789466,101.83692365814134,,,,,,mp-756635,"(1, 0, 1)",1,Co3BiO8_mp-756635_uBp9bGWh0c_Q9PoCOGou2,Co9Bi3O24,74594,HO2,-699.63602383,125,1,2.7386107500000456
42838,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,195,HHf32O66,2.4897658175640096,3.288599878786666,1.3543222352033795,114.36115557589622,43.60488620268216,,,,,,mp-352,"(1, 3, 1)",1,90423983501299385769012_HfO2_mp-352_38PInSegj5_QADuNnuu5a,Hf4O8,42936,HO2,-970.85844993,99,1,1.6913289499999813
34840,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,218,HBi8Ca8O20,7.404883759898756,0.9725728277509799,7.0767601418948365,7.251343513410877,106.05037597091534,,,,,,mp-755893,"(0, 1, 0)",1,CaBiO3_mp-755893_HTW7ZHrlhR_KMS0TyefNj,Ca4Bi4O12,31576,HO2,-217.1365133,37,1,-3.1583381399999872
14655,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,226,HO36W16Zn4,7.908647840544683,0.9726554251905497,7.29673659837529,5.704814345173583,126.07495553583051,,,,,,mvc-16392,"(1, 1, 0)",1,ZnW4O9_mvc-16392_lbG4Z4xump_B0F3TeflOn,Zn1W4O9,1957,HO2,-383.24704695,57,1,-0.985733660000026
74805,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,230,HFe22Nb22O94,1.8534087704100408,0.9850915375596476,1.3799441623773363,31.338016937383625,101.89691441338073,,,,,,mp-22194,"(2, 0, 1)",1,NbFeO4_mp-22194_eg08QOYySp_y1Q5dhI6lv,Nb2Fe2O8,73384,HO2,-1065.02360635,139,1,6.116926390000028
44558,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,235,HBe20Na20O31,1.9058737208759535,0.9904329140937419,1.5080104524807394,31.031680011692576,97.2562731816506,,,,,,mp-755789,"(1, 1, 2)",1,2411243514_Na2Be2O3_mp-755789_cx12mZnBTR_LlhyZsMj44,Na4Be4O6,81087,HO2,-390.51666646,72,1,0.0990072699999835
24933,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,242,HAl16Ga16O40,7.540502504767879,0.9768240742536859,7.300759606433821,7.317442652478401,100.51902080269521,,,,,,mp-756686,"(0, 1, 0)",1,AlGaO3_mp-756686_l2isM7kImt_5uFCLkr6Uk,Al4Ga4O12,16765,HO2,-454.91105556,73,1,-2.4447081600000367
9742,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,274,HCa8O24Pt8,1.9186161804545403,0.9800866488150474,1.520312545649038,30.39723084322249,97.89170736730216,,,,,,mp-4784,"(1, 1, 0)",1,CaPtO3_mp-4784_VD2VdQUQ7r_a58xDW1cel,Ca4Pt4O12,24829,HO2,-240.03303412,41,1,2.974741649999995
33034,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,310,HO36W16Zn4,4.113391000279583,2.859024840163115,1.2805532003417466,9.649562509949046,166.04476345230006,,,,,,mvc-16392,"(1, 1, 0)",1,ZnW4O9_mvc-16392_lbG4Z4xump_yokmxeR93X,Zn1W4O9,1957,HO2,-375.15666247,57,1,7.104650819999986
12097,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,311,HBa48Na24O24,4.045360504573521,3.1243792447410503,3.3080809989092703,49.035919601862126,77.87988704763562,,,,,,mp-1019519,"(0, 3, 1)",1,Ba2NaO_mp-1019519_WcCuC1ANDn_pPAvQg5zO7,Ba8Na4O4,38957,HO2,-354.2370935,97,1,-4.679672360000016
16411,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,320,HO48Y3Zr20,1.9359209857778001,0.9833412689350364,1.4827918844930947,29.849314117414576,101.51534423125861,,,,,,mp-675470,"(1, 1, -2)",1,YZr9O20_mp-675470_gBkH8s3O5s_zgB1dZevTZ,Y1Zr9O20,12029,HO2,-648.7397974,72,1,1.194739689999917
36206,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,344,HAu16O62Sr36,6.687987763043312,0.9866630717828933,7.205646434648648,6.936853603893515,54.951143651950936,,,,,,mp-28796,"(1, 0, 2)",1,Sr5-AuO4-2_mp-28796_x1bYW6hq6Y_m4rww8eLEI,Sr10Au4O16,80427,HO2,-618.89329025,115,1,2.2591383100000506
76878,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,360,HO34Sr8Zr12,2.0948295633059146,1.5778980302374164,1.337320912810986,48.849012608547376,91.49520040805533,,,,,,mp-1068742,"(1, 0, 0)",1,SrZrO3_mp-1068742_dM0iULlpvb_jmf3G6py8b,Sr1Zr1O3,76512,HO2,-452.74917848,55,1,2.454623979999976
75166,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,362,HO50Pt44,2.5781294614987855,1.8965128490728524,1.29410957867173,44.92279737407807,106.27072832142447,,,,,,mp-7947,"(2, 1, 3)",1,PtO_mp-7947_LxbJ6AG6Aq_olMEEAlEWN,Pt2O2,70019,HO2,-535.5283991,95,1,2.0233824500000104
83042,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,363,HAl12O34W8,1.9550721443348438,0.9795015941389835,1.5214493365940112,29.502531991468413,100.59617071637754,,,,,,mp-19413,"(0, 0, 1)",1,1031334_AlWO4_mp-19413_tHZj0qkODj_UoHODpKncu,Al4W4O16,81562,HO2,-387.71157251,55,1,-0.8891081700000179
34755,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,415,HO66Pt32,2.572902848413995,2.078200938461112,1.2923771349675606,53.334924138216444,96.74251188410541,,,,,,mp-617,"(2, -1, 2)",1,PtO2_mp-617_TtjVrgF3uc_YvvqrLpb52,Pt1O2,33615,HO2,-550.74349075,99,1,2.4603320500000585
