,filename,entry number,composition,OH lengths,bulk_id,miller_index,nads,traj_id,bulk_symbols,slab_sid,ads_symbols,y_relaxed,natoms,nads2,adsorption_energy
3115,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0027.lmdb,1047,H2Co39Na12O51,"[0.9714109042711236, 0.9727142332629597]",mp-752749,"(1, 2, 1)",2,NaCo3O4_mp-752749_qFcfLPDl9K_xnJb2kYWPO,Na2Co6O8,27066,OH,-575.93813201,104,2,-0.5431212549999884
10645,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0027.lmdb,1050,HMo24O49Sc8,[0.9722626646921431],mvc-12789,"(1, 0, 0)",1,ScMo3O8_mvc-12789_CBD4qNtw1m_XgdNgmzTcF,Sc2Mo6O16,1033,OH,-596.47336417,82,1,-6.893252109999963
44869,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0027.lmdb,1054,HCr22O49Pt22,[0.9791450706776681],mp-755584,"(2, 1, 0)",1,51024953_CrPtO2_mp-755584_juyDio2fUp_AC6GuCwi45,Cr2Pt2O4,44964,OH,-647.66558706,94,1,0.2540236299999776
40038,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0027.lmdb,1067,H2K24O74Rh24,"[0.9740194168165517, 1.7817790766400297]",mp-975134,"(3, 3, 1)",2,KRhO3_mp-975134_alpHPRcDzS_EZVzTgXY51,K1Rh1O3,37945,OH,-669.33472621,124,2,0.5039740400000312
29232,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,4,HHf14O37Sr12,[0.9696498996322568],mp-3378,"(1, 0, 1)",1,SrHfO3_mp-3378_rE5poTglZd_MSRxaVGMnY,Sr4Hf4O12,26001,OH,-539.87440844,64,1,-3.1824324299999773
10552,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,5,HFe14O29Zn6,[1.5724989165344858],mvc-11645,"(1, 0, -1)",1,Zn-FeO2-2_mvc-11645_Bew5b9p8XH_TXAqeiJxay,Zn4Fe8O16,6441,OH,-294.01003447,50,1,0.2899617800000271
78664,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,7,HCs18O43Si18,[0.9699885701404739],mp-1019713,"(0, 0, 1)",1,Cs4Si3O8_mp-1019713_i2Lkm6RPzC_mbVRAxBLvi,Cs16Si12O32,76238,OH,-512.38935571,80,1,-2.832668490000032
15152,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,30,HAg16Cu16O33,[0.9855829017944058],mp-675402,"(1, 1, -2)",1,CuAgO2_mp-675402_RlgQrKmNob_8f6BPIgyST,Cu1Ag1O2,25192,OH,-288.91635526,66,1,-0.8266758299999708
26025,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,31,HCa16O53Y32,[0.9759542472296955],mp-756468,"(1, 1, 0)",1,CaY2O4_mp-756468_abpevJSa6e_MVxcL61qXi,Ca4Y8O16,29077,OH,-795.56948934,102,1,-3.422116320000015
39943,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,38,H3Cd16Mn24O59,"[0.9751255632758935, 11.572163485388446, 0.980102760957473]",mp-18870,"(1, 1, 0)",3,Mn3Cd2O8_mp-18870_GXHl4ES5s3_mWO9eFdMRx,Mn6Cd4O16,14166,OH,-611.82414129,102,3,-0.0480163233333144
36624,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,82,H2Ba4Ni18O34,"[0.9709325411656742, 11.999290827023096]",mvc-1347,"(1, 0, 0)",2,BaNi4O7_mvc-1347_Fy3sRmO3OQ_XiWwHu7evj,Ba2Ni8O14,40199,OH,-263.49759558,58,2,2.458601744999996
8852,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,102,HHf16Li48O57,[0.9699196212259708],mp-770805,"(1, 1, -1)",1,Li6Hf2O7_mp-770805_PuHd9ZTAnZ_6eztq0ZrWN,Li12Hf4O14,31632,OH,-841.71508676,122,1,0.7789777500000525
32330,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,106,HCd8Mo12O25,[0.9805154232512507],mp-1213890,"(1, 0, 0)",1,Cd2Mo3O8_mp-1213890_ZATOT5HlxC_BwtPgAd9VX,Cd4Mo6O16,30869,OH,-264.67064326,46,1,-0.2388275300000089
17419,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,118,HO57Sn32,[0.9769632981254954],mp-755071,"(1, 1, 2)",1,SnO2_mp-755071_tb6WKMu6iC_qM0nVal60N,Sn4O8,6266,OH,-542.85114666,90,1,1.2785495499999513
70049,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,123,HO57Si16Y16,[0.970867198708803],mp-17404,"(0, 0, 1)",1,Y2Si2O7_mp-17404_UXRCuNJV1E_l7Wye76t1g,Y8Si8O28,73099,OH,-756.8707567,90,1,0.8394462600000168
39241,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,139,HO42Sb22Zn5,[0.9965369301921989],mvc-2876,"(1, -2, 2)",1,Zn-SbO2-4_mvc-2876_slFSWuDWxZ_I8ULwioGnL,Zn1Sb4O8,22839,OH,-391.75101506,70,1,-2.517299539999982
72561,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,163,HHg6Mg5O17,[0.9742142915645535],mp-1185882,"(2, 1, 0)",1,MgHgO3_mp-1185882_9zCvv6r8eS_WRgHvpEH7G,Mg1Hg1O3,70096,OH,-115.23275775,29,1,-0.2026919000000049
30761,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,171,H2Al12Co30O62,"[0.9918696995130941, 10.483739619533559]",mp-753184,"(0, 1, 1)",2,Al-CoO2-2_mp-753184_EC0wM32G5u_opRDb9DmfI,Al4Co8O16,30520,OH,-663.87422157,106,2,0.9013367849999838
14516,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,186,HGe16O59Rh16,[0.983380384775793],GeRhO4-rutile,"(3, 0, 1)",1,GeRhO4_GeRhO4-rutile_33kw8mRrt0_5MxytOQ2GF,Ge1Rh1O4,39057,OH,-571.08410085,92,1,0.3911918999999386
71020,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,197,HCs34O31Sb12,[0.9708756062693124],mp-562072,"(1, 1, 0)",1,Cs3SbO3_mp-562072_vahtRloi8l_NHxOL16qBj,Cs12Sb4O12,74899,OH,-340.81194145,78,1,-0.6761246900000231
1523,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,200,HO31Re4W8,[8.418462311727177],mvc-656,"(0, 1, 0)",1,Re-WO4-2_mvc-656_tCLE7t9Vle_G81mWFmmAT,Re2W4O16,11621,OH,-329.75158747,44,1,-1.4344783400000267
81477,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,205,HBa12O37Se12,[2.3178144312395967],mp-6989,"(1, 2, -1)",1,1007915_BaSeO3_mp-6989_bIkIMx3eO6_cnU03x6pZ5,Ba2Se2O6,82924,OH,-363.02068039,62,1,-4.39167058000001
83582,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,211,HO25Pb4V8,[3.3380405038923855],mp-21126,"(0, 0, 1)",1,1027031_V2PbO6_mp-21126_gpEKV9KCpk_8MUn8HTMqo,V8Pb4O24,83251,OH,-260.77199797,38,1,1.0526292800000192
39785,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,221,HK2Mn32O65,[0.9795729323577572],mp-1080221,"(1, 0, 0)",1,KMn16O32_mp-1080221_9pmugEU0Tn_VdTHd2dHZT,K1Mn16O32,28983,OH,-695.6279624,100,1,1.2114162500000418
472,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,243,HBe16Na16O17,[0.9925287103495235],mp-754663,"(0, 1, 0)",1,Na2Be2O3_mp-754663_a5QZMe1hx9_mP69Z8GB7b,Na4Be4O6,38570,OH,-240.60849883,50,1,-2.218578949999994
25453,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,263,HO21Zn24,[0.9722733133807092],mp-2133,"(3, -1, 0)",1,ZnO_mp-2133_rfJllYxW4G_CJokOiiyEP,Zn2O2,37238,OH,-187.56293389,46,1,0.3085586699999965
39245,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,264,H2Cr32O66Zn16,"[0.9719807852026704, 0.9782994433526062]",mp-19410,"(1, 0, 0)",2,ZnCr2O4_mp-19410_FwhZnu6DD7_5gkDfjYbKz,Zn8Cr16O32,3161,OH,-789.45473835,116,2,0.4694202050000342
74076,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,283,HNi4O73V42,[0.9751632953117598],mp-677070,"(1, 0, 0)",1,V9NiO15_mp-677070_RFOTbNzqmf_BbkbUOGIqh,V18Ni2O30,72215,OH,-907.9354324,120,1,-0.5320897399999751
78925,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,316,HAl8Cs60O25,[0.9726077403943404],mp-866492,"(1, 0, 0)",1,Cs9AlO4_mp-866492_PabR9lEl0u_JykwaATEmT,Cs36Al4O16,68603,OH,-308.30470085,94,1,-1.7893586500000254
5266,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,326,HAu16Ba16O29,[0.9720844152467444],mp-1147676,"(1, 0, 1)",1,BaAuO2_mp-1147676_uda24bb58L_7gATfesb0h,Ba1Au1O2,31332,OH,-311.51087653,62,1,-0.1756597499999941
32557,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,341,HCo14Ni4O29,[3.5679679647705296],mp-755484,"(1, 0, -1)",1,Co4NiO8_mp-755484_yxtEFQ4HRr_fOvjUMl59n,Co8Ni2O16,32558,OH,-259.45976004,48,1,-0.4553248699999983
31030,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,343,HAg12Hg12O21,[0.9763536776490951],mp-997001,"(0, 1, 0)",1,AgHgO2_mp-997001_1Dy0SdtCIf_A8LUvAi3rr,Ag2Hg2O4,35624,OH,-146.30603583,46,1,0.6892704899999842
42201,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,350,HBa4O21Sn8,[1.0127303108709085],mvc-600,"(1, 0, 0)",1,90423983501299385769012_Ba-SnO2-4_mvc-600_HzOuV0YBZz_2K4kibOEkJ,Ba1Sn4O8,41535,OH,-197.03558113,34,1,0.6562958799999876
29593,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,365,HO29W12Y4,[9.19652935116252],mvc-784,"(1, 0, -1)",1,YW3O8_mvc-784_cojOyN3qgp_1LLWA0gA7q,Y2W6O16,2758,OH,-343.97953679,46,1,-1.4515503199999955
76581,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,368,H2Cs24O26Tl8,"[1.1369619837247396, 0.9705076940855605]",mp-768537,"(0, 1, 1)",2,Cs3TlO3_mp-768537_tF91iHVnxL_JE1Q5J0cjF,Cs12Tl4O12,75482,OH,-234.41804214,60,2,0.7791093599999925
71401,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,385,H2Cd18O70Pd51,"[0.9827261842397578, 0.9775345115285656]",mp-13675,"(3, 3, 1)",2,CdPd3O4_mp-13675_xfv1C64acW_uw4g32Op6M,Cd2Pd6O8,80429,OH,-697.55603266,141,2,0.3791406699999982
72092,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,403,H2Al40Co24O98,"[1.0053170417430923, 0.9981714404500363]",mp-1252778,"(0, 0, 1)",2,Al5-CoO4-3_mp-1252778_Mexodkt6An_jfpO1zufLZ,Al20Co12O48,70420,OH,-1109.67096266,164,2,1.9684598099999848
12117,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,411,H2Cu18Nb12O50,"[0.9829100915687733, 0.9703815702193985]",mp-1103953,"(1, -2, 1)",2,Nb2Cu3O8_mp-1103953_8kcsL0tYTZ_DD0VwpgYHh,Nb2Cu3O8,29777,OH,-558.00908979,82,2,0.4306883550000009
36788,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,450,H2O42Zn24,"[0.9714900254373772, 0.9818440265461044]",mp-1102744,"(1, 2, 0)",2,ZnO2_mp-1102744_JhtFhknRtq_5TSG2MkyWi,Zn4O8,29971,OH,-290.76195766,68,2,0.8130250749999846
77139,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,464,HK36O41Pt24,[0.9737204539223783],mp-27566,"(1, 0, 0)",1,K3-PtO2-2_mp-27566_y5gfnfT8y5_PEyNcSMCvl,K12Pt8O16,73682,OH,-489.06035098,102,1,-4.484378080000028
31170,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,470,H3Cu16O63Pt16,"[9.341018313420882, 0.9824162207447792, 0.9763928802513384]",CuPtO4-rutile,"(2, 1, 1)",3,CuPtO4_CuPtO4-rutile_dM7V2e8oDN_8umAEL9Umq,Cu1Pt1O4,7932,OH,-509.44306344,98,3,0.4075316933333302
8112,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,480,HMg8O55Sn32,[1.0184414185468735],mvc-2834,"(0, 1, 0)",1,Mg-SnO2-4_mvc-2834_mxym7CzM8y_BF92CK31Ya,Mg2Sn8O16,10976,OH,-552.89684491,96,1,-1.4562576500000262
82268,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,536,HBa11O27Sb10,[0.9728594431957077],mp-31238,"(0, 0, 1)",1,1012805_Ba3-SbO3-2_mp-31238_fKbl2Dc9Ol_zHnuO4aJJY,Ba9Sb6O18,83077,OH,-294.71377841,49,1,0.1030496099999993
7136,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,554,H3Nb36O67Sr4,"[0.9739572270293191, 9.459916187148254, 0.9920487116323956]",mp-3790,"(1, 0, 0)",3,SrNb8O14_mp-3790_excoQztl6Y_Sw9N1ZiPL4,Sr2Nb16O28,36798,OH,-960.52807334,110,3,-1.018321443333349
18186,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,591,HMg16O27Rb32,[0.980672703392491],mp-778256,"(1, 1, -1)",1,Rb2MgO2_mp-778256_ynKUPUoXf0_dWX96Av91u,Rb16Mg8O16,13310,OH,-292.46928354,76,1,-1.9699544099999853
8143,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,599,HCo18O41Sn6,[0.9991602559140598],mp-771769,"(1, 0, 0)",1,Co3SnO8_mp-771769_q469syx6Yf_7vm60pglH8,Co6Sn2O16,4569,OH,-375.21909215,66,1,0.1706920100000104
41114,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,604,HBi24O17Se16,[0.975437189399775],mp-552098,"(1, 1, 2)",1,235508583253254_Bi2SeO2_mp-552098_8SSgRpnGu4_Tj2Mtbjato,Bi4Se2O4,45588,OH,-273.38748692,58,1,-1.7987127500000213
38610,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,605,H2K12O34Sc10,"[0.984106279052082, 2.4048041359566215]",mp-973960,"(2, 1, 0)",2,KScO3_mp-973960_LaxVsEN5ur_Q8AG7n7xol,K1Sc1O3,828,OH,-350.58467944,58,2,-0.4439472999999907
31537,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,610,HO23Zr72,[0.9646990470100866],mp-561418,"(1, 0, 1)",1,Zr3O_mp-561418_8fJY6POrB9_ZqtWU9Ietl,Zr36O12,12442,OH,-830.44079751,96,1,-1.7644874500000751
44990,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,621,HGa18Lu16O51,[0.9723269407585707],mp-755342,"(3, -1, 0)",1,51024953_LuGaO3_mp-755342_SLzUwRMHbk_ke6YlcYPY5,Lu2Ga2O6,40911,OH,-593.17244264,86,1,-0.7127991599999461
24519,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,627,H4Cu16Hg16O34,"[0.9741639884104516, 1.0408080748176887, 13.72973784997325, 0.9782196491639862]",mp-996973,"(1, 2, 1)",4,CuHgO2_mp-996973_RbB7DQVy50_F3MMX11ltt,Cu2Hg2O4,3466,OH,-266.94357025,70,4,1.1246033299999991
78696,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,651,H3Co36Cu10O67,"[0.9755737846917031, 1.6012612424680441, 0.9799857812991307]",mp-767737,"(1, 0, 0)",3,Co9Cu3O16_mp-767737_jYg2VOzLAF_PUqHE5hQIN,Co18Cu6O32,75450,OH,-662.98919542,116,3,1.45811905333332
6051,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,674,H4Fe18O76Sb18,"[0.9889661147019168, 0.981251157647957, 0.9818878610792064, 8.369069713730944]",mp-1225088,"(1, 0, 0)",4,FeSbO4_mp-1225088_0rNjSeF3O5_RdKL6hNJRy,Fe6Sb6O24,4796,OH,-713.51559041,116,4,1.510154665000016
34735,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,698,HMn12O73Ta24,[6.8996892733149],mp-753736,"(1, 1, 0)",1,Ta2MnO6_mp-753736_mWO6H4pfYf_rD8INlOFpz,Ta4Mn2O12,37028,OH,-1015.71329504,110,1,1.587551549999915
75598,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,714,HO25Pt20,[0.9788479283256573],mp-7947,"(2, 1, 1)",1,PtO_mp-7947_GW1g1chD3Y_6xunXLpm7D,Pt2O2,74384,OH,-259.55586877,46,1,0.0807309099999713
19778,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,735,HO49Sb25Si4,[1.0109901926053277],mvc-9118,"(1, 0, -1)",1,Si2Sb15O28_mvc-9118_qvhcTAj4bA_dtNGmJkpiV,Si2Sb15O28,7452,OH,-481.78138078,79,1,1.5670202999999958
13649,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,753,HO17Rb16Zr8,[0.9801266416068704],mp-752401,"(0, 1, 0)",1,Rb2ZrO3_mp-752401_6lPsUorfIy_5iffBhgZEP,Rb8Zr4O12,9735,OH,-240.00564773,42,1,-2.3782039999999824
14718,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,784,HAl16O61Ta16,[0.9715979560424504],mp-760396,"(1, 1, 0)",1,TaAlO4_mp-760396_EnCYUgyfDR_y0hsznzmQs,Ta4Al4O16,32600,OH,-806.08331229,94,1,-3.125552440000007
74662,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,788,HO47Si10Y16,[1.0070455511481062],mp-3520,"(1, 1, 0)",1,Y2SiO5_mp-3520_gC8ROBcQAd_HaRH6dyob9,Y16Si8O40,74826,OH,-608.07086546,74,1,2.104480099999904
75741,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,799,HHf28K24O73,[0.9667418573649571],mp-974482,"(1, 1, 1)",1,K4Hf5O12_mp-974482_puiRRS4ozL_eRyipkMX4g,K4Hf5O12,79532,OH,-1014.76069598,126,1,1.0582718699999702
38936,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,814,H2Bi24Mg6O34,"[0.9735316922384459, 1.032027662393367]",mvc-10720,"(0, 1, 0)",2,Mg-BiO2-4_mvc-10720_nNhD94x01S_y5x5EsVr3P,Mg2Bi8O16,38272,OH,-352.25978643,66,2,-1.7790884249999976
34118,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,822,HO27Rb24Si8,[0.9734608275580413],mp-18483,"(0, 1, 0)",1,Rb6Si2O7_mp-18483_muTCS8K7Ak_KmRF8hhu4f,Rb12Si4O14,5097,OH,-320.57268217,60,1,-1.5644421000000364
74218,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,827,HO29Re16,[0.9845531996790993],mp-1095546,"(0, 1, 0)",1,ReO2_mp-1095546_UEtxssE9Wi_AfyESgOLOh,Re4O8,71591,OH,-387.27227836,46,1,-1.0938439399999709
1129,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,830,HCd4O15Rb24,[0.9715449110726222],mp-1209286,"(1, 0, 0)",1,Rb6CdO4_mp-1209286_jVVUodGLtq_WblELhl49E,Rb12Cd2O8,6265,OH,-143.60431435,44,1,-1.1472262800000124
23026,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,857,HCu12O19Sc12,[5.214407239023649],mp-4636,"(1, 0, -2)",1,ScCuO2_mp-4636_Yr82NgiTFB_TTxizYR1EA,Sc3Cu3O6,31666,OH,-302.48809553,44,1,-1.4342873399999974
73810,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,877,HO49Sn12Ti12,[0.9819841277080268],mp-753048,"(0, 1, 0)",1,TiSnO4_mp-753048_EZQyHtXreV_d5it4Bc1sB,Ti6Sn6O24,76603,OH,-545.41339544,74,1,3.039888819999959
9971,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,878,HMg18O57Rb20,[0.981965685849861],mp-1186884,"(2, 2, 1)",1,RbMgO3_mp-1186884_VGtKxJ3CZP_zg58mM8vaW,Rb1Mg1O3,6317,OH,-423.37733122,96,1,-2.587630029999985
10586,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,881,H3Cr12O49Ta12,"[0.9941197573922742, 0.9701806908488873, 1.0113098432773246]",mp-756340,"(2, 3, 1)",3,TaCrO4_mp-756340_vxPefera3b_ITkZ4UmVZc,Ta1Cr1O4,29343,OH,-645.73676649,76,3,1.2502017066666535
30867,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,891,HCu18Mo20O73,[0.9771982969502594],mvc-8337,"(1, 1, 1)",1,Cu3-MoO3-4_mvc-8337_sGYo3Uc2m8_ArvVKFBtuP,Cu3Mo4O12,12065,OH,-711.67211451,112,1,1.4188121399999716
6698,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,899,HAg16O33Pt14,[0.9876891796695219],mp-997007,"(0, 2, 1)",1,AgPtO2_mp-997007_87PZQnyXTD_4qIk6uPNhm,Ag4Pt4O8,38679,OH,-309.63784911,64,1,-0.408603749999969
24866,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,905,HCd14O23Rb12,[9.887392738059326],mp-1209499,"(0, 1, 1)",1,Rb2Cd2O3_mp-1209499_LkhurNfu9G_rcUGNbvO5a,Rb4Cd4O6,21986,OH,-185.28546958,50,1,0.0504089899999939
17437,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,921,HAu24K12O45,[0.991248835273255],mp-1147657,"(1, 1, 2)",1,K-AuO2-2_mp-1147657_rAAQneYw8V_AZPRG4jaOT,K2Au4O8,13135,OH,-342.96506436,82,1,0.5353510299999868
39035,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,935,H3Ag16Bi16O33,"[1.0162326411385454, 13.943585328835972, 13.332921833890685]",mp-996969,"(1, 1, -1)",3,AgBiO2_mp-996969_Rrjiy52b8N_YgXXmqGuLe,Ag2Bi2O4,7558,OH,-324.03474276,68,3,0.9832907800000138
38511,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,944,H3Li32O51Sb12,"[0.9809001554231547, 0.9798170546070687, 0.9837035957728246]",mp-5769,"(1, 2, 0)",3,Li3SbO4_mp-5769_K2SGjmnCpE_FsB1drk32O,Li6Sb2O8,38505,OH,-524.31238761,98,3,0.7028795633333497
23049,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,954,H3Bi16Hg8O47,"[0.9805659864561854, 0.9786241113261209, 12.05968665765313]",mp-755853,"(1, 1, 0)",3,Hg-BiO3-2_mp-755853_0SVfrh6zmi_RyhvK87aFf,Hg2Bi4O12,29206,OH,-354.9238346,74,3,1.180943880000001
30607,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,960,HBe12O43Zn36,[0.9798079864532706],mp-1227367,"(2, 1, 0)",1,BeZn3O4_mp-1227367_lMLJ7HPLvA_r4Tr8BYiWJ,Be2Zn6O8,24773,OH,-432.00063463,92,1,-0.7464390300000048
35636,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,962,H2Ba6O68Rh34,"[1.0056456084239356, 0.9809647595555513]",mp-758025,"(0, 0, 1)",2,Ba3-RhO2-14_mp-758025_0NOU3ZgoNo_bSmWpYgZgh,Ba6Rh28O56,80423,OH,-698.42678416,110,2,1.862886384999996
8182,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,965,H2Al30Cr10O62,"[0.9649746421905662, 0.9669874747710765]",mp-1228485,"(2, 0, -1)",2,Al3CrO6_mp-1228485_Fm4WfWVc3v_gD7kDBRw2m,Al9Cr3O18,35604,OH,-756.87494626,104,2,0.3473770000000229
2176,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,969,HK12Nb4O25,[0.9724094760172108],mp-14175,"(1, 0, 0)",1,K3NbO8_mp-14175_zWJBo9KhJM_FbnBOikIAa,K6Nb2O16,32182,OH,-246.61028776,42,1,0.923429249999998
9527,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,970,HMo12O26Zn3,[0.9712526105425616],mvc-154,"(1, -2, 1)",1,Zn-MoO2-4_mvc-154_NXpv9ujOp3_GPEuHvUXOG,Zn1Mo4O8,2004,OH,-275.71476892,42,1,-2.0831979699999863
17083,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,971,HCa18O51Zr18,[0.9726036284932127],mp-542112,"(3, 1, 0)",1,CaZrO3_mp-542112_Bvw0BCtL50_R95WyiPXLD,Ca1Zr1O3,27786,OH,-707.88351478,88,1,-2.043021190000019
19325,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,982,HK16O29Sb16,[0.9734188454029952],mp-10417,"(0, 1, 1)",1,KSbO2_mp-10417_J5raat68vd_uN43SXXwGT,K4Sb4O8,4396,OH,-316.0735365,62,1,-0.1902539200000035
36785,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,987,HK12O25Sb12,[0.9758275295062143],mp-10417,"(2, 0, 1)",1,KSbO2_mp-10417_Varx8VXxnd_XMJhLwACbU,K4Sb4O8,2599,OH,-257.32520299,50,1,1.1441918700000144
76194,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,1021,HO49Ta16Ti8,[0.9678814765245767],mp-1218045,"(1, 0, -1)",1,Ta2TiO6_mp-1218045_wu3nKwlJAt_k5yBVr3R0H,Ta8Ti4O24,74530,OH,-695.28587388,74,1,-1.6084400600000492
