,filename,entry number,composition,nads,OH_length 1,OH_length 2,OO_length,OOH angle 1,OOH angle 2,OH_length 1b,OH_length 2b,OO_lengthb,OOH angle 1b,OOH angle 2b,slab_sid,system_id_OH,OH,system_id_O,O,bulk_id,miller_index,bulk_symbols,HO2,delG1,delG2,delG3,delG4,maxG,RDS,eta,OOHangle,OH_length
22872,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,630,HNi24O44Si12,1,1.909730709688535,1.0044620851072004,1.485667207434702,31.363076303010637,98.30147014905069,,,,,,14875,37490,-1.7143593099999828,30722,-1.7671829699999957,mp-19072,"(1, 0, 0)",Si4Ni8O16,1.923389260000019,-1.7143593099999828,-0.0528236600000129,3.690572230000015,2.996610739999981,3.690572230000015,3,2.460572230000015,98.30147014905069,1.0044620851072004
82477,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,695,HO50Si16W8,1,1.904277505937828,0.9843513590349698,1.481265405727036,30.687418308364567,99.13904237306711,,,,,,82245,82951,0.7334627899999566,82469,0.3744603599999696,mp-1143521,"(0, 1, 0)",Si8W4O24,1.2165173600000092,0.7334627899999566,-0.359002429999987,0.8420570000000396,3.703482639999991,3.703482639999991,4,2.473482639999991,99.13904237306711,0.9843513590349698
12393,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0008.lmdb,393,HCa22O64Zr22,1,1.88698806171474,0.978810515429158,1.461895822040554,30.784294591408464,99.3614874158838,,,,,,6008,1565,-2.2951491500000625,32131,-0.3391283274999945,mp-4571,"(2, 1, 0)",Ca4Zr4O12,1.2030019300000252,-2.2951491500000625,1.956020822500068,1.5421302575000198,3.716998069999975,3.716998069999975,4,2.486998069999975,99.3614874158838,0.978810515429158
21086,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,370,HCo30O62Si16,1,1.8959229187085629,0.978434366618912,1.486856863378798,30.697121725286667,98.42798378640592,,,,,,23125,26606,-3.015524250000018,8522,0.8604157950000204,mp-19071,"(1, 1, 0)",Co16Si8O32,1.332549480000009,-3.015524250000018,3.8759400450000383,0.4721336849999886,3.587450519999991,3.8759400450000383,2,2.6459400450000383,98.42798378640592,0.978434366618912
72805,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0021.lmdb,512,HCs16Ga16O30,1,1.9411731172819728,0.9875618397964364,1.4901157233245323,29.935822082473685,101.21521164024378,,,,,,69766,78592,-2.211159029999996,70538,-2.472604109999994,mp-1178397,"(1, 0, 0)",Cs8Ga8O16,1.0327095700000062,-2.211159029999996,-0.2614450799999983,3.5053136800000004,3.887290429999994,3.887290429999994,4,2.657290429999994,101.21521164024378,0.9875618397964364
35244,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/val_ood/data.0034.lmdb,5,HNb8O54Sc24,1,1.935949561429408,0.9806486133429844,1.496749979887669,29.84852862162572,100.71849032969553,,,,,,23812,27252,-1.85575726,30032,-1.855141230000046,mp-1173397,"(0, 1, 1)",Sc6Nb2O14,2.0659004799999803,-1.85575726,0.000616029999954,3.9210417100000265,2.85409952000002,3.9210417100000265,3,2.6910417100000266,100.71849032969553,0.9806486133429844
16268,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/val_ood/data.0006.lmdb,41,HMo12Ni3O43,1,1.8792937018421847,0.9826101027981108,1.4283037674009464,30.903443259549903,100.8042402887397,,,,,,37263,14863,1.5489817600000129,23000,5.494480500000006,mp-1180053,"(1, 1, 0)",Ni1Mo4O15,7.120740220000013,1.5489817600000129,3.9454987399999935,1.6262597200000073,-2.200740220000013,3.9454987399999935,2,2.715498739999993,100.8042402887397,0.9826101027981108
25548,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0030.lmdb,171,HO50Si16V16,1,1.9149041652512608,0.9802225214195878,1.4985267269033555,30.368859859970485,99.01716947615095,,,,,,3789,33108,-3.279098600000017,16502,0.7504810799999551,mp-1276230,"(1, 0, -1)",V2Si2O7,2.073716579999993,-3.279098600000017,4.029579679999972,1.3232355000000384,2.8462834200000064,4.029579679999972,2,2.799579679999972,99.01716947615095,0.9802225214195878
25785,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0023.lmdb,759,HHg14Mo12O44,1,1.936910097720577,0.9853757853824264,1.485378026344758,29.923891447690888,101.31421346468784,,,,,,18799,25459,-1.156433430000012,29680,1.928812849999984,mp-554533,"(1, 0, 1)",Hg4Mo4O14,0.8890613199999937,-1.156433430000012,3.085246279999996,-1.0397515299999898,4.030938680000006,4.030938680000006,4,2.8009386800000065,101.31421346468784,0.9853757853824264
9022,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0017.lmdb,483,HMg18O58Rb20,1,1.8803622578640071,0.982120047760446,1.415247042433854,30.74871019789386,101.79584650549454,,,,,,6317,9971,-2.327630029999985,22211,1.9820088883333324,mp-1186884,"(2, 2, 1)",Rb1Mg1O3,4.291930809999994,-2.327630029999985,4.3096389183333175,2.3099219216666613,0.6280691900000059,4.3096389183333175,2,3.079638918333317,101.79584650549454,0.982120047760446
19264,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0027.lmdb,0,HMg6O58Ti30,1,1.9244097899832104,0.98034668178602,1.4762809231357117,29.98032384401028,101.21311821941056,,,,,,2651,25788,-1.4807398900000146,28516,-3.192300824999992,mp-766437,"(1, 0, -1)",Mg2Ti10O20,1.9702220399999508,-1.4807398900000146,-1.7115609349999772,5.162522864999943,2.9497779600000493,5.162522864999943,3,3.932522864999943,101.21311821941056,0.98034668178602
31366,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1085,HGa16O46V16,1,1.9154781511542944,1.0045738836263085,1.4704602798211683,31.128374526899307,99.6971298879097,,,,,,9013,13565,-1.8053784699999849,30142,-0.2743053099999907,mp-755580,"(1, 0, 0)",V4Ga4O12,-0.3020285900000228,-1.8053784699999849,1.5310731599999938,-0.0277232800000321,5.222028590000023,5.222028590000023,4,3.992028590000023,99.6971298879097,1.0045738836263085
27444,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,31,HO43Sb22Zn5,1,1.9242926863394287,1.0551122283392798,1.487208243342641,32.97841842844527,96.9151082174081,,,,,,27707,38503,-1.635814320000028,13979,0.5723467699999933,mvc-2876,"(1, -2, 2)",Zn1Sb4O8,-1.2804540200000385,-1.635814320000028,2.2081610900000213,-1.852800790000032,6.200454020000039,6.200454020000039,4,4.970454020000039,96.9151082174081,1.0551122283392798
8287,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0017.lmdb,1072,HFe28Mn6O44,1,1.919408497880997,0.9750243414733032,1.4979846245140094,30.052863990162678,99.64661652711057,,,,,,80993,2991,-0.0020999699999799,21146,1.3443351575000029,mp-1221814,"(1, 0, 1)",Mn3Fe15O24,-2.164337719999994,-0.0020999699999799,1.3464351274999828,-3.508672877499997,7.0843377199999935,7.0843377199999935,4,5.854337719999993,99.64661652711057,0.9750243414733032
40899,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,977,HCr12O46Ta11,1,1.9282129807365016,0.9824772819346856,1.4831919301031598,30.018172309908437,100.9357337226986,,,,,,43050,41846,-10.381039450000022,41879,-6.399091309999991,mp-756340,"(2, 3, 2)",Ta1Cr1O4,-14.752286400000004,-10.381039450000022,3.981948140000031,-8.35319509000001,19.672286400000004,19.672286400000004,4,18.442286400000004,100.9357337226986,0.9824772819346856
