,system_id,bulk_id,miller_index,nads,bulk_symbols,slab_sid,ads_symbols,adsorption_energy
18052,7303,mp-19231,"(1, 0, 0)",1,Mn4Sb8O16,22014,H2O,-0.4866323799999978
18053,11518,mp-19231,"(1, 1, 2)",1,Mn4Sb8O16,4635,H2O,-1.4301555900000211
18054,32895,mp-19231,"(1, 0, 0)",4,Mn4Sb8O16,12004,O,1.7460957125000054
18059,9614,mp-19231,"(0, 0, 1)",3,Mn4Sb8O16,23909,O,0.0271144966666719
18060,9131,mp-19231,"(1, 1, 2)",1,Mn4Sb8O16,4635,O2,3.085009119999988
18063,12903,mp-1205179,"(1, 0, -1)",2,Mn4Se12O32,23370,O,-0.006554245000020498
18065,12802,mp-1205179,"(1, 0, -1)",1,Mn4Se12O32,23370,H2O,-3.000259880000039
18066,15722,mp-1205179,"(1, 0, -1)",2,Mn4Se12O32,23370,O,2.4933197949999886
18067,16831,mp-1205179,"(0, 1, 0)",1,Mn4Se12O32,28082,OH,3.60393873999997
18069,29196,mp-555327,"(0, 0, 1)",2,Mn4Se4O16,26946,O,1.4545346750000026
18070,70972,mp-22579,"(1, 0, 0)",1,Mn4Se4O16,74015,OH,1.716791030000005
18072,11969,mp-555327,"(1, 3, 0)",2,Mn4Se4O16,17152,O,2.4878753350000102
18073,3717,mp-555327,"(1, 3, 0)",1,Mn4Se4O16,17152,OH,8.852759020000045
18074,27237,mp-555327,"(1, 3, 2)",1,Mn4Se4O16,1398,OH,2.410429500000001
18077,78834,mp-22579,"(1, 0, 0)",1,Mn4Se4O16,74015,H2O,-0.7572631099999914
18078,1877,mp-555327,"(1, 3, 2)",1,Mn4Se4O16,1398,H2O,-1.4914994300000275
18079,31718,mp-555327,"(1, 2, 1)",1,Mn4Se4O16,18989,HO2,4.451292210000017
18080,72848,mp-22579,"(2, 1, 0)",2,Mn4Se4O16,74482,O,3.360550549999997
18081,78196,mp-22579,"(0, 1, 0)",2,Mn4Se4O16,70744,O,-2.5156440699999814
18082,35625,mp-17901,"(0, 1, 0)",1,Mn4Se8O20,14025,HO2,1.1887678799999981
18083,11096,mp-17901,"(0, 1, 1)",1,Mn4Se8O20,10358,O2,1.621003670000043
18085,38267,mp-17901,"(0, 1, 0)",2,Mn4Se8O20,14025,O,1.2002580450000242
18088,24963,mp-19351,"(1, 1, -2)",2,Mn4Si8O20,19980,O,0.8051894649999813
18089,25851,mp-19351,"(1, 1, 0)",1,Mn4Si8O20,36230,O,3.461892700000048
18090,9264,mp-19351,"(1, 0, 1)",1,Mn4Si8O20,33847,H2O,-3.067774200000025
18092,602,mp-19351,"(1, 1, 1)",1,Mn4Si8O20,25043,OH,0.39347139999993375
18093,15396,mp-19351,"(0, 1, 1)",3,Mn4Si8O20,24926,O,-0.0598187166666667
18094,40235,mp-19351,"(0, 1, 0)",1,Mn4Si8O20,5979,HO2,-5.145015790000005
18096,14771,mp-19351,"(1, 0, 1)",1,Mn4Si8O20,33847,HO2,1.5747196600000255
18097,7460,mp-19351,"(0, 1, 1)",1,Mn4Si8O20,24926,OH,10.616653890000048
18100,7546,mp-19351,"(1, 1, 1)",2,Mn4Si8O20,25043,O,2.4977787649999903
18101,39929,mp-19351,"(0, 1, 0)",2,Mn4Si8O20,5979,O,-2.218072739999999
18104,13511,mp-19351,"(1, 1, -2)",2,Mn4Si8O20,19980,O,-1.0496489499999793
18105,30795,mp-19351,"(0, 1, 0)",1,Mn4Si8O20,5979,OH,-2.6277067999999613
18107,2348,mp-19351,"(1, 0, 1)",1,Mn4Si8O20,33847,OH,3.4786045299999646
18109,36822,mp-1142713,"(0, 1, 0)",1,Mn4Si8O24,1147,OH,0.634507360000024
18110,3600,mp-1142713,"(0, 1, 1)",1,Mn4Si8O24,29465,OH,0.47053985000000353
18111,21413,mp-1142713,"(0, 1, 0)",1,Mn4Si8O24,1147,O,1.3307358799999325
18112,17050,mp-1142713,"(0, 1, 1)",2,Mn4Si8O24,29465,O,3.359252119999977
18114,1116,mp-1142713,"(0, 1, 0)",1,Mn4Si8O24,37845,H2O,-5.924284759999972
18117,31734,mp-1142713,"(0, 1, 0)",1,Mn4Si8O24,37845,OH,-1.8755891199999921
18122,25014,mp-1311921,"(0, 1, 1)",2,Mn4Tl4O12,4200,O,2.8197182650000037
18124,32111,mp-770870,"(1, 0, 0)",1,Mn4Tl4O12,617,OH,0.673723259999955
18125,31027,mp-770870,"(1, 0, 0)",3,Mn4Tl4O12,9927,O,2.7782099599999768
18126,34968,mp-770870,"(1, 0, 0)",1,Mn4Tl4O12,9927,H2O,-0.602946449999985
18128,22352,mp-1311921,"(0, 1, 1)",2,Mn4Tl4O12,4200,OH,1.417337004999988
18129,34473,mp-1311921,"(0, 1, 1)",1,Mn4Tl4O12,4200,O,3.904094879999972
18131,6480,mp-1311921,"(0, 1, 1)",1,Mn4Tl4O12,4200,H2O,-1.031795420000032
18132,18102,mp-770870,"(1, 0, 0)",1,Mn4Tl4O12,617,H2O,-0.0818201800000171
18133,19532,mp-1311921,"(1, 0, 0)",1,Mn4Tl4O12,36685,OH,1.1797972099999277
18135,17916,mp-1221818,"(1, 0, -1)",2,Mn4V4O14,12022,O,1.838859740000001
18136,13692,mp-1221818,"(1, 0, -2)",2,Mn4V4O14,79123,O,0.876968785
18137,18609,mp-1221818,"(1, 0, 1)",2,Mn4V4O14,10391,O,0.8228331749999971
18139,7779,mp-1221818,"(1, 0, -2)",1,Mn4V4O14,7214,H2O,-0.6044160899999671
18140,356,mp-1221818,"(1, 0, -1)",2,Mn4V4O14,12022,O,2.7238231299999973
18142,3319,mp-1221818,"(1, 0, 1)",2,Mn4V4O14,23967,O,1.334670909999969
18143,39885,mp-1221818,"(1, 0, 1)",2,Mn4V4O14,23967,O,0.9752230100000052
18144,33188,mp-1221818,"(1, 0, -1)",2,Mn4V4O14,3029,O,2.0752799549999543
18145,29067,mp-1221818,"(1, 0, 1)",3,Mn4V4O14,10391,O,2.8376798600000064
18146,6115,mp-1221818,"(1, 0, 1)",1,Mn4V4O14,18026,O,-1.0544320900000652
18148,12901,mp-1221818,"(1, 0, -1)",1,Mn4V4O14,3029,H2O,-0.794839020000035
18149,13699,mp-1221818,"(1, 0, 1)",2,Mn4V4O14,10391,O,1.2439556000000185
18151,18303,mp-1221818,"(1, 0, -1)",2,Mn4V4O14,3029,O,2.090585924999997
18153,8134,mp-1305730,"(1, 0, 0)",1,Mn4V4O16,15377,OH,2.532340689999936
18154,13118,mp-1305730,"(1, 0, 0)",2,Mn4V4O16,15377,O,2.4450801099999615
18158,9199,mp-1258775,"(1, 0, 1)",1,Mn6Al6O18,3014,O2,-0.9591284299999714
18159,7532,mp-1258775,"(2, 0, -1)",2,Mn6Al6O18,32688,O,2.00320196999999
18160,21946,mp-1258775,"(1, 0, 1)",1,Mn6Al6O18,3014,HO2,0.9705428800000366
18164,3991,mp-1258775,"(1, 1, 2)",1,Mn6Al6O18,14614,OH,2.2772662399999977
18165,1987,mp-1258775,"(2, 0, -1)",1,Mn6Al6O18,80664,H2O,-2.2793573600000574
18167,4357,mp-1258775,"(2, 0, -1)",2,Mn6Al6O18,32688,O,1.4213316100000075
18169,10817,mp-18870,"(1, 1, -2)",1,Mn6Cd4O16,21707,O,3.387997740000029
18172,39943,mp-18870,"(1, 1, 0)",3,Mn6Cd4O16,14166,OH,0.2119836766666856
18174,11247,mp-18870,"(1, 1, -1)",6,Mn6Cd4O16,20056,O,2.60073932
18175,22026,mp-18870,"(1, 1, 0)",2,Mn6Cd4O16,14166,O,2.173493325000008
18178,36044,mp-18870,"(1, 1, -1)",1,Mn6Cd4O16,20056,H2O,-0.7602007400000108
18181,15838,mp-18870,"(1, 1, -2)",1,Mn6Cd4O16,21707,O2,7.187387110000024
18182,6542,mp-18870,"(2, 1, -2)",2,Mn6Cd4O16,3118,O,2.430227480000011
18183,22633,mp-18870,"(1, 1, -1)",1,Mn6Cd4O16,20056,HO2,4.4548576200000385
18184,17766,mp-18870,"(2, 1, -2)",2,Mn6Cd4O16,3118,O,2.488507690000032
18185,24656,mp-18870,"(1, 1, -1)",1,Mn6Cd4O16,38092,H2O,-4.8522488199999945
18186,14033,mp-18870,"(1, 1, 0)",8,Mn6Cd4O16,14166,O,2.4121213475000025
18191,2476,mp-504423,"(1, 0, 0)",1,Mn6Co4O16,11335,H2O,-0.6086105699999909
18192,5128,mp-504423,"(1, 1, 0)",1,Mn6Co4O16,28339,OH,0.7918786999999645
18194,30570,mp-504423,"(1, 1, 0)",1,Mn6Co4O16,80617,HO2,3.926000219999989
18195,34758,mp-504423,"(1, 1, 0)",2,Mn6Co4O16,28339,O,2.2281190849999724
18196,12327,mp-504423,"(1, 1, 0)",3,Mn6Co4O16,28339,O,2.104002853333316
18199,36963,mp-504423,"(1, 1, 0)",1,Mn6Co4O16,27717,H2O,-1.136213119999974
18200,31261,mp-504423,"(1, 0, 0)",1,Mn6Co4O16,11335,HO2,3.7501436599999898
18201,13445,mp-504423,"(1, 1, 0)",1,Mn6Co4O16,80617,O,3.553622180000074
18202,15678,mp-504423,"(1, 1, 0)",2,Mn6Co4O16,80617,O,2.4536543050000126
18203,5293,mp-504423,"(1, 1, 0)",2,Mn6Co4O16,28339,O,1.7507091199999796
18204,3639,mp-28226,"(2, 0, -1)",5,Mn6Cr12O24,80094,O,3.1293226459999954
18205,32607,mp-28226,"(2, 0, -1)",1,Mn6Cr12O24,80094,HO2,3.699694099999985
18206,14566,mp-28226,"(2, 0, -1)",6,Mn6Cr12O24,80094,O,2.4589268516666682
18207,28314,mp-28226,"(2, 0, -1)",2,Mn6Cr12O24,80094,O,2.2358079699999656
18209,10966,mp-773120,"(1, 0, 0)",2,Mn6Cr2O16,6459,O,0.9629429100000072
18210,19357,mp-773120,"(1, 0, 0)",2,Mn6Cr2O16,6459,O,0.9416748849999952
18211,20163,mp-504567,"(1, 1, 0)",1,Mn6Cu4O16,179,HO2,3.195725470000068
18213,3018,mp-504567,"(1, 1, 1)",2,Mn6Cu4O16,12538,O,1.601240090000002
18214,35238,mp-504567,"(0, 2, 1)",1,Mn6Cu4O16,81361,O2,6.053084030000029
18215,15406,mp-504567,"(1, 0, 1)",2,Mn6Cu4O16,23918,O,2.676297279999998
18219,4335,mp-504567,"(1, 0, 1)",1,Mn6Cu4O16,23918,H2O,0.0421357599999563
18220,21611,mp-504567,"(1, 1, 1)",4,Mn6Cu4O16,2781,O,1.8630588975000084
18221,13960,mp-504567,"(1, 1, 1)",2,Mn6Cu4O16,37902,O,1.9998122450000129
18222,19729,mp-504567,"(1, 1, 1)",2,Mn6Cu4O16,2781,OH,0.6420948449999833
18223,71766,mp-757662,"(0, 0, 1)",1,Mn6Fe10O24,73352,O2,4.581244140000017
18224,10393,mp-756788,"(1, 0, 0)",6,Mn6Fe2O16,31129,O,2.1880491650000025
18225,25776,mp-756788,"(1, 0, 0)",1,Mn6Fe2O16,31129,OH,-2.1471395399999746
18227,2457,mp-756788,"(1, 0, 0)",2,Mn6Fe2O16,31129,O,0.7947839950000148
18229,16818,mp-20798,"(2, 0, -1)",1,Mn6Ge6O18,30485,O2,5.032931419999947
18230,26477,mp-20798,"(2, 0, -1)",2,Mn6Ge6O18,13023,O,2.70371179500003
18232,33528,mp-20798,"(2, 0, -1)",1,Mn6Ge6O18,13023,H2O,-0.2250656599999221
18235,17325,mp-20798,"(1, 0, -2)",2,Mn6Ge6O18,37911,O,1.1772761199999568
18236,6601,mp-20798,"(2, 0, -1)",1,Mn6Ge6O18,30485,OH,3.9420486100000094
18238,16105,mp-20798,"(2, 0, -1)",2,Mn6Ge6O18,13023,O,1.400530964999999
18239,30123,mp-776651,"(2, 2, 3)",2,Mn6Ni2O8,18809,O,0.7637576499999714
18241,78748,mp-1189857,"(0, 0, 1)",1,Mn6O12,78918,H2O,-1.728754339999961
18244,32889,mp-18759,"(1, 0, 0)",2,Mn6O8,10996,O,1.4947216749999914
18250,26711,mp-18759,"(1, 0, 0)",1,Mn6O8,25404,H2O,-1.4785639500000176
18251,28083,mp-18759,"(1, 0, 0)",1,Mn6O8,9345,OH,-0.38003801000004045
18252,38111,mp-18759,"(1, 0, 0)",1,Mn6O8,19055,HO2,2.2452050199999554
18254,3446,mp-18759,"(1, 0, 0)",1,Mn6O8,33280,O2,3.0008145399999577
18255,37379,mp-18759,"(1, 0, 0)",1,Mn6O8,30623,O,0.5845091799999669
18256,41646,mp-18759,"(1, 0, 0)",1,Mn6O8,40987,OH,0.08885800999994792
18257,45187,mp-18759,"(1, 0, 0)",1,Mn6O8,40987,O2,3.976661429999972
18258,17043,mp-18759,"(1, 0, 0)",1,Mn6O8,9345,O2,0.7344824799999898
18259,7731,mp-18759,"(1, 0, 0)",1,Mn6O8,3400,H2O,-0.2128289200000441
18261,25892,mp-18759,"(1, 0, 0)",1,Mn6O8,23535,H2O,-1.4597437500000243
18265,5154,mp-18759,"(0, 0, 1)",2,Mn6O8,14763,O,2.4359797350000156
18266,14896,mp-18759,"(1, 0, 0)",1,Mn6O8,10996,HO2,2.737028969999981
18269,41310,mp-18759,"(1, 0, 0)",2,Mn6O8,40987,O,1.7627142999999963
18270,25800,mp-18759,"(1, 0, 0)",1,Mn6O8,30623,H2O,-1.4709640199999914
18271,27972,mp-18759,"(1, 0, 0)",2,Mn6O8,30623,O,1.467139900000004
18273,32583,mp-18759,"(1, 0, 0)",3,Mn6O8,23535,OH,-0.24039709000000697
18274,39906,mp-18759,"(1, 0, 0)",1,Mn6O8,23535,HO2,2.9276768099999773
18275,21182,mp-18759,"(1, 0, 0)",1,Mn6O8,3400,HO2,2.7310980899999864
18276,44703,mp-18759,"(1, 0, 0)",2,Mn6O8,40987,H2O,-1.309308510000017
18280,24968,mp-18759,"(1, 0, 0)",1,Mn6O8,30623,O2,3.064668429999976
18282,41933,mp-18759,"(1, 0, 0)",1,Mn6O8,40987,HO2,3.913041169999983
18283,37468,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,22940,HO2,3.454416230000047
18284,2804,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,18033,O2,5.14661413999999
18285,13101,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,18784,H2O,-1.371070700000013
18288,23526,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,22940,OH,0.9649317200000189
18292,6662,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,18784,OH,0.14753602999995002
18294,5078,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,23498,O2,4.608601779999951
18295,26076,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,18033,HO2,3.716532509999977
18296,19138,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,35012,O2,5.878400730000003
18297,9338,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,39765,HO2,3.3012476399999833
18301,33374,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,23498,H2O,-1.258668380000012
18303,39895,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,35012,HO2,3.281096610000018
18305,601,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,35012,H2O,-0.3794638599999818
18306,18691,mp-774654,"(1, 0, 0)",2,Mn6Sb2O16,39765,O,2.461389574999996
18307,20770,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,23498,HO2,3.4736022999999796
18308,13465,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,18784,HO2,4.215494419999968
18309,17,mp-774654,"(1, 0, 0)",1,Mn6Sb2O16,22940,O2,4.294598760000035
18310,30256,mp-753706,"(1, 0, 0)",1,Mn6Sn2O16,39839,HO2,3.6982562299999677
18312,20769,mp-753706,"(1, 0, 0)",5,Mn6Sn2O16,39839,O,2.767778693999996
18314,39238,mp-753706,"(1, 0, 0)",1,Mn6Sn2O16,27037,H2O,-5.17066763000002
18315,25813,mp-753706,"(1, 0, 0)",3,Mn6Sn2O16,20153,OH,0.8306788533333432
18317,15986,mp-753706,"(1, 0, 0)",2,Mn6Sn2O16,27037,O,-0.0737171149999962
18318,16784,mp-753706,"(1, 0, 0)",1,Mn6Sn2O16,39839,OH,1.8941291799999738
18320,32747,mp-753706,"(1, 0, 0)",1,Mn6Sn2O16,39839,H2O,-1.3077706399999958
18321,13549,mp-753706,"(1, 0, 0)",1,Mn6Sn2O16,20153,HO2,4.417007750000036
18322,70869,mp-20569,"(0, 0, 1)",1,Mn6Sn6O18,69819,OH,-1.4583205799999825
18325,73074,mp-20569,"(1, 1, 0)",2,Mn6Sn6O18,74500,O,2.4078179150000363
18326,76371,mp-20569,"(0, 0, 1)",1,Mn6Sn6O18,78729,HO2,-2.104479829999948
18328,72304,mp-20569,"(0, 0, 1)",1,Mn6Sn6O18,78729,OH,-1.451350479999993
18329,81883,mp-691106,"(1, 1, 0)",1,Mn6Sn6O18,81942,HO2,0.8693413099999792
18330,78814,mp-20569,"(0, 0, 1)",1,Mn6Sn6O18,69819,H2O,-0.5897466399999249
18332,73529,mp-20569,"(1, 1, 0)",1,Mn6Sn6O18,74500,H2O,-1.0910935900000087
18335,32467,mp-768374,"(1, 1, 0)",1,Mn6Tl6O18,19715,O2,4.827575499999959
18336,13623,mp-768374,"(1, 1, 0)",1,Mn6Tl6O18,19715,HO2,4.776282369999988
18339,10167,mp-768374,"(1, 1, 0)",1,Mn6Tl6O18,37388,HO2,3.7797545399999968
18340,7698,mp-768374,"(1, 1, 0)",1,Mn6Tl6O18,20106,O2,5.162453860000021
18341,30403,mp-768374,"(1, 1, 0)",1,Mn6Tl6O18,11528,HO2,4.019061409999947
18342,21155,mp-768374,"(1, 1, 0)",1,Mn6Tl6O18,20106,O2,6.748453310000052
18344,10320,mp-768374,"(1, 1, 0)",1,Mn6Tl6O18,8180,HO2,3.268718870000041
18345,451,mp-768374,"(1, 1, 0)",1,Mn6Tl6O18,37388,O2,4.079561419999997
18346,24498,mp-768374,"(1, 1, 0)",1,Mn6Tl6O18,37295,O2,4.414226590000105
18347,19106,mp-1542774,"(1, 1, 0)",2,Mn6Zn4O16,2924,O,2.5521244449999734
18348,40239,mp-1542774,"(1, 1, 0)",1,Mn6Zn4O16,2924,O2,5.206218249999999
18349,17624,mp-754318,"(1, 0, 1)",2,Mn6Zn6O18,35794,O,2.502149195000013
18352,24343,mp-754318,"(0, 0, 1)",1,Mn6Zn6O18,4695,H2O,-1.4557820700000494
18353,598,mp-754318,"(1, 0, 1)",1,Mn6Zn6O18,35794,OH,0.8781340899999839
18354,15740,mp-754318,"(1, 0, 1)",2,Mn6Zn6O18,35794,O,2.303818134999998
18355,4683,mp-754318,"(0, 0, 1)",1,Mn6Zn6O18,4695,H2O,-1.8121374400000096
18356,16397,mp-754318,"(0, 0, 1)",1,Mn6Zn6O18,4695,O,-0.1665666800000475
18357,24638,mp-754318,"(1, 0, 1)",1,Mn6Zn6O18,7,HO2,4.84843846999996
18358,918,mp-754318,"(1, 0, 1)",2,Mn6Zn6O18,31478,O,2.1176620650000166
18359,31881,mp-754318,"(1, 0, 1)",4,Mn6Zn6O18,31478,O,2.112911480000006
18362,17451,mp-754318,"(0, 0, 1)",6,Mn6Zn6O18,4695,OH,1.8528832366666654
18363,38053,mp-755882,"(1, 1, 0)",1,Mn8Al16O32,32528,OH,0.3233018800000115
18364,22262,mp-755882,"(1, 0, 0)",1,Mn8Al16O32,5080,HO2,1.5924233700000037
18365,4292,mp-755882,"(1, 0, 0)",1,Mn8Al16O32,2907,H2O,-1.174869609999968
18368,12752,mp-755882,"(1, 1, 0)",1,Mn8Al16O32,32528,O,-0.5920586499999867
18369,22781,mp-755882,"(1, 0, 0)",2,Mn8Al16O32,2907,O,2.8092470649999917
18370,26916,mp-755882,"(1, 0, 0)",2,Mn8Al16O32,5080,O,1.6472027549999926
18371,35751,mp-755882,"(1, 1, 0)",1,Mn8Al16O32,32528,H2O,-4.636779929999984
18372,15543,mp-755882,"(1, 1, 0)",1,Mn8Al16O32,15449,H2O,-4.639953159999999
18373,24563,mp-755882,"(1, 1, 0)",1,Mn8Al16O32,5453,OH,-2.1480038799999956
18375,2626,mp-755882,"(1, 0, 0)",4,Mn8Al16O32,5080,OH,0.1043934500000126
18376,35045,mp-755882,"(1, 1, 0)",1,Mn8Al16O32,30758,H2O,-2.7894765699999144
18377,21854,mp-755882,"(1, 1, 0)",1,Mn8Al16O32,30758,OH,-0.2098586199999965
18378,1021,mp-755882,"(1, 1, 0)",2,Mn8Al16O32,15449,O,2.1084096600000044
18381,23566,mp-755882,"(1, 1, 0)",1,Mn8Al16O32,15449,OH,2.677529680000001
18383,23604,mp-755882,"(1, 0, 0)",1,Mn8Al16O32,27240,HO2,1.1059858400000142
18384,36325,mp-755882,"(1, 1, 0)",1,Mn8Al16O32,5453,HO2,1.3659803099999952
18388,35665,mp-768538,"(1, 0, 0)",1,Mn8Al4O16,39638,O,-6.303738069999984
18389,2769,mp-768538,"(1, 0, 0)",1,Mn8Al4O16,39638,OH,-5.527432629999927
18391,11896,mp-18720,"(1, 1, 1)",2,Mn8Cd4O16,10757,O,2.5978395749999925
18392,13988,mp-18720,"(1, 1, 0)",2,Mn8Cd4O16,35028,O,2.1601138400000344
18393,13761,mp-18720,"(1, 1, 1)",1,Mn8Cd4O16,10757,HO2,4.182926680000034
18395,72518,mp-1221996,"(1, 0, -1)",1,Mn8Co4O16,76336,HO2,1.4987446700000053
18398,78420,mp-1221996,"(1, 1, 0)",6,Mn8Co4O16,71280,O,3.565914191666667
18399,77886,mp-1221996,"(1, 1, 0)",11,Mn8Co4O16,71280,OH,6.072376518181816
18401,74632,mp-1221996,"(1, 1, 0)",4,Mn8Co4O16,71280,O,4.0769077174999895
18402,71828,mp-1221996,"(1, 0, -1)",2,Mn8Co4O16,80097,O,3.3192356300000063
18404,72459,mp-1221996,"(1, 1, -1)",4,Mn8Co4O16,76463,O,2.803747990000003
18405,77138,mp-1221996,"(1, 1, -1)",1,Mn8Co4O16,76463,O2,4.550482839999965
18406,72309,mp-1221996,"(1, 1, -1)",2,Mn8Co4O16,77152,O,2.1609876900000393
18407,73138,mp-1221996,"(1, 0, -1)",1,Mn8Co4O16,80097,H2O,-0.065659879999993
18408,69822,mp-1221996,"(1, 1, 0)",1,Mn8Co4O16,71280,H2O,-1.025127480000032
18409,76098,mp-1221996,"(1, 1, -1)",1,Mn8Co4O16,77152,OH,1.8286504300000197
18411,78909,mp-760285,"(0, 0, 1)",1,Mn8Cr12O48,75268,HO2,3.7034804800000507
18412,72167,mp-754200,"(0, 1, 0)",1,Mn8Cr2O16,80407,H2O,-2.1434529000000517
18415,74659,mp-754200,"(0, 1, 0)",3,Mn8Cr2O16,78355,O,0.36542151333331896
18416,75400,mp-754200,"(0, 1, 0)",1,Mn8Cr2O16,80407,H2O,-2.665175220000032
18417,74313,mp-754200,"(0, 1, 0)",2,Mn8Cr2O16,80407,O,2.0817782850000106
18418,74849,mp-754200,"(0, 1, 0)",1,Mn8Cr2O16,78355,HO2,1.136380590000042
18419,69410,mp-754200,"(0, 1, 0)",1,Mn8Cr2O16,77814,HO2,4.014963930000019
18420,69129,mp-754200,"(0, 1, 0)",1,Mn8Cr2O16,78355,H2O,-2.2592066600000127
18421,73156,mp-754200,"(0, 1, 0)",1,Mn8Cr2O16,77814,H2O,-2.271065570000013
18423,72320,mp-754200,"(0, 1, 0)",4,Mn8Cr2O16,77814,OH,0.3928143599999975
18424,33521,mp-34139,"(1, 0, 1)",1,Mn8Cr4O16,79886,O,0.9762135499999236
18425,82206,mp-34139,"(0, 1, 1)",1,Mn8Cr4O16,81705,H2O,0.3847555699999301
18426,6413,mp-756265,"(1, 0, 0)",1,Mn8Cu2O16,16890,H2O,0.1241047300000044
18427,38562,mp-756265,"(1, 0, 0)",1,Mn8Cu2O16,16890,HO2,6.120111579999954
18428,26294,mp-18750,"(1, 1, 0)",1,Mn8Fe16O32,10824,O,0.7607757400000115
18429,15952,mp-18750,"(1, 0, 0)",1,Mn8Fe16O32,873,OH,0.5013888999999188
18431,3099,mp-18750,"(1, 1, 0)",2,Mn8Fe16O32,21637,O,0.1085197250000054
18432,26728,mp-18750,"(1, 1, 0)",1,Mn8Fe16O32,10824,H2O,-1.342289349999982
18434,24295,mp-18750,"(1, 1, 0)",1,Mn8Fe16O32,21637,H2O,-4.712116540000006
18435,28642,mp-18750,"(1, 1, 0)",1,Mn8Fe16O32,11251,OH,-3.1191061700000287
18436,27700,mp-1106201,"(0, 0, 1)",1,Mn8Ge8O24,28190,H2O,-2.224634550000013
18439,28413,mp-1106201,"(0, 0, 1)",2,Mn8Ge8O24,9907,O,0.5019179150000046
18440,1889,mp-1106201,"(0, 0, 1)",1,Mn8Ge8O24,28190,HO2,2.689423400000008
18441,39682,mp-1106201,"(0, 0, 1)",2,Mn8Ge8O24,28190,O,0.9900855950000085
18445,27418,mp-1106201,"(0, 1, 1)",1,Mn8Ge8O24,3414,HO2,-1.232990679999946
18446,8491,mp-1106201,"(0, 0, 1)",1,Mn8Ge8O24,9907,H2O,-0.8673821300000046
18447,14824,mp-36843,"(1, 1, 0)",1,Mn8Ni4O16,28901,O,3.206701250000064
18448,938,mp-36843,"(1, 1, 0)",1,Mn8Ni4O16,28901,HO2,3.557562920000007
18449,8766,mp-554354,"(1, 0, 0)",1,Mn8Rh16O32,30429,OH,-0.07015108999998687
18453,8613,mp-1202364,"(0, 0, 1)",1,Mn8Se8O24,14247,OH,0.902864679999974
18454,34123,mp-1202364,"(0, 1, 0)",1,Mn8Se8O24,29943,O,0.5435746999999911
18455,70207,mp-1199914,"(0, 0, 1)",2,Mn8Se8O24,74461,O,2.520671309999981
18458,5745,mp-1202364,"(0, 0, 1)",1,Mn8Se8O24,27796,O2,3.294697880000051
18459,22590,mp-1202364,"(0, 0, 1)",1,Mn8Se8O24,27796,H2O,-0.8038623999999519
18460,12878,mp-1202364,"(0, 1, 0)",1,Mn8Se8O24,29943,H2O,-0.087789000000038
18464,17402,mp-1202364,"(0, 0, 1)",1,Mn8Se8O24,27796,O,3.2963332200000344
18466,9092,mp-18928,"(1, 0, 0)",1,Mn8Si4O16,23187,H2O,-2.6183628100000025
18467,4969,mp-18928,"(1, 0, 0)",4,Mn8Si4O16,23187,O,2.050004765000009
18469,7850,mp-18928,"(1, 0, 0)",1,Mn8Si4O16,23187,HO2,1.484261039999976
18470,15013,mp-18928,"(1, 0, 0)",4,Mn8Si4O16,79474,O,-1.8295126950000078
18472,17838,mp-36884,"(0, 1, 0)",1,Mn8Sn4O16,33582,O,2.9792592499999535
18473,7045,mp-36884,"(1, 1, 1)",1,Mn8Sn4O16,10367,H2O,-1.233876499999946
18474,16274,mp-36884,"(1, 1, 1)",1,Mn8Sn4O16,16639,O2,3.6529637300000033
18477,14112,mp-36884,"(1, 1, 1)",1,Mn8Sn4O16,16639,O,3.189691319999978
18480,6339,mp-36884,"(1, 1, 1)",1,Mn8Sn4O16,11919,O,0.3530537599999921
18482,35735,mp-36884,"(1, 1, 1)",1,Mn8Sn4O16,16639,HO2,3.3050209599999767
18483,28649,mp-36884,"(0, 1, 0)",2,Mn8Sn4O16,33582,O,2.478952560000008
18486,33758,mp-1221877,"(1, 0, 0)",1,Mn9Zn3O16,13028,HO2,4.432971290000009
18487,21209,mp-1221877,"(1, 0, 0)",1,Mn9Zn3O16,13028,OH,1.6132585999999751
18488,22400,mp-1221877,"(0, 0, 1)",2,Mn9Zn3O16,5522,O,2.3102213150000046
18489,26881,MoAuO4-rutile,"(1, 0, 1)",1,Mo1Au1O4,5725,O2,9.939581370000036
18492,3200,MoAuO4-rutile,"(1, 0, 1)",1,Mo1Au1O4,5725,H2O,0.7412666700000781
18493,35931,MoAuO4-rutile,"(2, 1, 3)",1,Mo1Au1O4,2650,HO2,4.963142549999984
