sid,OH length 1,OH length 2,OO length,OOH angle 1,OOH angle 2
75565,[2.512606230488333],[0.9764973909393772],[2.6691274821699498],[21.45033778378491],[70.21368763180261]
9974,[1.95914585758779],[1.0184643116088532],[1.4851139631718957],[30.642640643787956],[101.351544601867]
19832,[3.87363778547898],[0.9793853129593147],[3.4049731409253416],[13.599084027552472],[111.57046181498056]
71752,[1.9227513841030464],[0.9742535807887784],[1.4922497451351222],[29.900640091005474],[100.32198370045292]
77385,[1.910779192897996],[0.9778277803279286],[1.4929993542517992],[30.34373976829294],[99.18137377550732]
43037,[3.3969252351318078],[0.9721050745557784],[2.4952203591094717],[7.152484573254789],[154.2090169740063]
14441,[4.3906091173026285],[0.9752551139621274],[4.549434715299889],[12.359623303628178],[74.50246506195553]
4532,[2.539131138658948],[0.9711675759668392],[3.247142792649453],[13.294105059128109],[36.95635241864586]
24396,[3.981648821779315],[0.972580932318248],[3.707040907600877],[13.94877050437722],[99.30136410192092]
13236,[2.067002297301692],[1.506015774405694],[1.341976861229717],[46.691825576336015],[92.88598514979752]
24761,[2.001949449626637],[1.0097156160398877],[1.4780172246592955],[29.06067626616284],[105.62155594185803]
30147,[3.161551954673635],[0.9735862714157152],[2.9854578181925406],[17.93050077305515],[91.32658023059491]
42035,[3.720073806982312],[0.9725518433275976],[2.7919928259503526],[5.170397843867838],[159.83606832703123]
33059,[2.40270379250886],[1.803574665183364],[1.3366396332822397],[47.89406767093933],[98.7505025763349]
28796,[2.753920664559803],[0.9728689231797696],[2.8189348337221096],[20.0635606656653],[76.19511220291714]
32198,[4.024947206550143],[0.9742735601417256],[3.179917842878249],[7.771871720710609],[146.03663786038433]
35497,[2.399599163262726],[1.7449143731977963],[1.2977978540219786],[45.08459140270064],[103.13307156262404]
15425,[0.9797132839778872],[2.009699134399827],[2.771078890475996],[32.096303487563404],[15.012287324032911]
5299,[1.9334257595843107],[0.974846773035953],[1.499829857641581],[29.708644893843918],[100.60811743122838]
71085,[2.3739518438913154],[1.7472542353822524],[1.3536700270660602],[46.60986523809162],[99.1266775745215]
5898,[2.906966210148312],[2.604184346436196],[1.311613618275089],[149.64743438483998],[97.34409437373616]
38576,[2.5030365304091533],[0.9851905766187632],[2.174402890572817],[22.96330718664858],[97.59897280289788]
12100,[5.517111970760303],[0.9710275795569664],[4.756804131794345],[6.759338453469865],[138.0305071710038]
17744,[1.9412224642086464],[0.9763950628099516],[1.5106922806112937],[29.650499659522875],[100.40519259483617]
43359,[1.9504935909064904],[0.9891567406277104],[1.484988380388813],[29.714544434825715],[102.19959131308477]
14054,[2.736882388559921],[1.654851447299013],[1.3474201897321052],[27.069235722613445],[131.18267457940476]
1215,[3.037929649094644],[2.1997511135428747],[1.3714084292939748],[41.18551886490527],[114.57613036891766]
3834,[3.2257147568129434],[0.9752429962948752],[3.489607981688819],[16.086062334130332],[66.41581020010084]
27415,[1.9268893556466928],[1.002959890665452],[1.415716776692252],[30.286186420393545],[104.3268342585732]
2076,[1.9580131413694388],[0.9809600449415458],[1.477991738655867],[29.125922769050053],[103.7063719542105]
43620,[9.78199118313302],[15.641506358900555],[10.09261424892236],[103.8028876625306],[37.39647862171088]
2165,[1.9042633668478293],[0.9753261741119698],[1.4781588593934294],[30.31344544055104],[99.78440363997068]
36574,[0.9757906246019644],[2.2212107306270665],[3.099366558237102],[21.585683663018965],[9.300774694117152]
8049,[1.9019200323539],[0.9804393212134048],[1.469825205190595],[30.518706682187734],[99.90256597974438]
24128,[1.8723315491944736],[0.981445607482546],[1.4239694160037435],[31.01214231905924],[100.6112444202534]
36853,[3.692101877354347],[0.9675056049772208],[3.9270014876254873],[14.158638899526832],[68.97877301600667]
42133,[3.205698452323188],[0.9706865821462372],[2.7305848661158216],[16.44878566864613],[110.75057556851073]
36651,[1.9564243335396725],[1.0007441686857272],[1.4648212859460306],[29.838127827169814],[103.41932928269988]
35329,[2.3664840098282824],[0.9817933554971182],[2.943913242844604],[17.302152350552763],[45.796625796730645]
72354,[2.5643062561008905],[2.0897257691835955],[1.310047027360265],[54.25500155370244],[95.160607796683]
42030,[1.9038734754753937],[0.978667830775714],[1.4893283685815255],[30.52475552215027],[98.85714728379271]
3035,[1.9550863563545668],[0.9826327553317036],[1.4853646135686265],[29.33833427551932],[102.87563835997298]
13349,[1.9395609911908136],[0.9888912326177528],[1.488366815751364],[30.01626699305617],[101.14036462758028]
81919,[2.8617360279369266],[0.9656757378501571],[3.2170137738302933],[17.018819721416033],[60.15340782307934]
13086,[3.445031870325693],[0.9725447750694188],[3.580043092708874],[15.762907359368077],[74.21468512983546]
33489,[3.0112013744677406],[0.974966110662954],[3.64589536187384],[12.824423771100191],[43.27813143820616]
24638,[1.8952850546735531],[0.978649664165822],[1.4847110790176463],[30.70890389653932],[98.50888300633254]
73997,[9.744000055857692],[0.981808863311718],[9.593458115100365],[5.751876205644752],[95.93288950121736]
305,[2.7178749350094544],[2.150549193534636],[1.305455883383609],[50.99525129889193],[100.8586059675797]
14176,[2.423141932221512],[2.498253571317097],[1.4517363181738978],[75.69902338248338],[70.03100294570211]
1208,[3.345239263455491],[0.9701740981844964],[3.2271436523796626],[16.852901355656687],[88.4894385334828]
15898,[2.40622057852264],[0.9835605963625232],[2.816765329050912],[19.768190296558117],[55.834967530097416]
25785,[1.936910097720577],[0.9853757853824264],[1.485378026344758],[29.923891447690888],[101.31421346468784]
43073,"[3.411420249938776, 1.8720139215950709]","[4.527980111888829, 0.982430411798818]","[1.38510664235196, 1.4420291188232326]","[137.3097153934843, 31.1875962380364]","[30.71963776520011, 99.33960193030651]"
10808,[2.512252116956926],[0.9762334122173754],[3.300646929379087],[11.474573032459922],[30.79293496097571]
23684,[4.161877809419947],[3.697280791152743],[1.233074987343817],[59.74242113732706],[103.51487337298344]
10697,[4.5387712023732165],[0.9680407711440336],[3.6709850135637847],[6.024628339584651],[150.52142327360798]
73869,[1.9315541003273575],[0.9818713478522362],[1.4935022553799315],[29.984253012211443],[100.53597798175552]
33431,[3.679851151551525],[0.9735085346556543],[3.3332926726993537],[14.92498208092426],[103.20683302598827]
41288,[1.913393139035448],[0.9810394723810136],[1.4872079841849295],[30.366933231183893],[99.60423812427284]
6210,[1.8669899731860733],[0.9824486963463092],[1.4393844717733906],[31.30263951445077],[99.12685828997002]
44371,[4.1578950239945085],[3.4064384386554147],[1.3492045069294594],[48.01940709782427],[114.8571895975839]
7402,[1.960016004436552],[0.9796488283054446],[1.5004206776515872],[29.220961376354545],[102.3883477883231]
25466,[1.9081699323616452],[0.9783838350543704],[1.491636814680791],[30.421501303370423],[99.0456816833033]
21549,[1.9212718962290436],[0.9861562266629968],[1.4662381072365172],[30.215384910776997],[101.3459631637953]
30209,[1.8546574474112465],[0.9844629393490868],[1.3872781916354209],[31.33835597887999],[101.5317481753398]
70586,[1.9001769338410084],[0.977187821048537],[1.4850102610102247],[30.532547874504026],[98.9301721807512]
29083,[3.281624376973459],[0.9691593957348658],[3.1032052641378325],[17.167493045352344],[91.90454875330782]
11089,[4.508153526437843],[0.9703716919083824],[3.861656155030401],[9.949654278324177],[126.60991548287032]
69642,[5.884582137298072],[0.972502276739712],[5.033003316523699],[4.946105958857039],[148.55321012829037]
72615,[2.737741720761456],[0.9798350483233697],[2.6900513584819827],[20.77619581600775],[82.35593168020308]
7073,[3.684739429736736],[0.9703039753544682],[3.4733403217985344],[15.211415761559458],[94.86568988878088]
72205,[1.8765520592592395],[0.9817394187141129],[1.4395336574402826],[31.02350992918188],[99.8880991945727]
39373,[1.9002500683130663],[0.977926818632464],[1.4916775616475548],[30.598790880410643],[98.46571118552532]
40589,[1.8914049809558409],[0.985879349255562],[1.4481213106408923],[30.8580551975688],[100.2563016072257]
11788,[1.998257198371676],[0.9788066756134804],[2.3578514661480394],[24.20957816050957],[56.84341070385114]
25130,[3.420947387437894],[0.9747821376145628],[3.1798535151812715],[16.464234616383543],[95.93686699691268]
29124,[1.9597469303525263],[0.9848593458674908],[1.503790440504201],[29.45882309416848],[101.87012230313584]
19299,[2.891347310601141],[1.8553332528991813],[1.3454311804396364],[30.147740778595526],[128.49372042157708]
40752,[14.175130705920097],[0.971091426182538],[14.94161896826997],[2.347573426513013],[36.72096551251149]
36268,[3.101944741124041],[0.9731108448456314],[2.93213985850738],[18.281197031326062],[90.77987550290094]
30680,[1.89877537778946],[1.0140142538412729],[1.4136460689824002],[31.53652385598524],[101.64600199847224]
20754,[1.7961765622400363],[1.0002587151347284],[2.7112525266368808],[10.501937269229211],[19.10511255547659]
77464,[1.9433734881571287],[1.001414039894582],[1.432938832741902],[29.92005111062274],[104.54090798717624]
30643,[1.9151478562842288],[0.9862155287800836],[1.4445791294937798],[30.20403852317393],[102.32813410498312]
19763,[1.8617878408601352],[0.982649416740359],[1.3961624702094204],[31.13340134314094],[101.59257053417282]
17787,[3.2669894003094613],[3.0881252497175566],[1.2332428710963226],[70.74285526671385],[87.10882259664558]
34485,[1.9446744868108088],[0.9767476153449672],[1.5039079999338374],[29.52867918096592],[101.10750869419734]
28969,[3.581505624688744],[0.9757824397529924],[3.436890246162627],[15.8094172488105],[90.53660509252592]
15165,[4.252147754023549],[0.9787282709929152],[3.9012904315160575],[12.880197575976188],[104.42817959699988]
9865,[1.9035887922530528],[0.994815779680474],[1.4573478566870235],[30.960620533848704],[100.13288404842042]
35278,[1.9284964262123232],[0.9759312816461614],[1.4949682260118484],[29.840363019616],[100.49936791888342]
29073,[1.9343551625768944],[1.006252743544039],[1.4823489529434295],[30.78831410592201],[100.26911608754632]
13803,[4.156612265555219],[0.9743044921478664],[3.944976133747203],[158.58194975005443],[96.12078327478216]
7850,[2.017453902346292],[1.0654604511903236],[1.48565461702007],[30.92918056544023],[103.289777504789]
44698,[1.9167326722278488],[1.0134120927441503],[1.4833498006119064],[31.523919725291435],[98.54135414294451]
82588,[3.6417804438937855],[0.977381302509514],[3.492648857423432],[15.56587138496281],[90.91222044437954]
24988,[2.545132366430264],[0.9809069487698922],[2.9149360161440563],[19.201075886856795],[58.57762662627648]
76827,[1.892351498302694],[0.9782840326769756],[1.469740375453342],[30.67706175797314],[99.2818743437041]
38553,[1.9415136338824692],[0.9872318392788224],[1.4645245564758895],[29.70088037651039],[102.99057412913304]
83060,[2.674114270712776],[0.9788532038213744],[2.6762363629089108],[21.083367053644714],[79.3361992029155]
83511,[3.1376932715478736],[2.753244120383001],[1.2335362241620695],[60.716050778199104],[96.2812379970893]
77224,[1.949070282363],[1.0282155869596636],[1.4436364770245675],[30.95991127437078],[102.79686735664067]
2443,[1.881696564845976],[0.98082110675194],[1.45586831419706],[30.961386482467766],[99.25316779437436]
45122,[2.648379490550747],[0.9725877857627074],[2.7056666930000497],[20.896773333028587],[76.23088727023669]
43720,[1.9136714533312749],[0.981881393045676],[2.712968621115878],[14.377785690646643],[28.94440609611813]
36130,[1.9038911149680275],[0.9903139271761358],[1.411973245198084],[30.39041798953152],[103.44858372101014]
22509,[1.967038840649888],[1.0688628497939443],[1.437541064630359],[32.05256300672233],[102.40674511569205]
77418,[1.88380085284803],[0.9942828160637426],[1.4492710775728563],[31.40259997266158],[99.17880923753684]
33923,[1.867812080528231],[0.9821298644459122],[1.410119645670619],[31.05697671616374],[101.1516546518565]
6483,[1.9489649562505944],[0.9808231761838296],[1.5044403057504427],[29.58226646162141],[101.1978063823006]
25637,[1.9067792948768856],[1.0516378017046577],[1.4636483429400375],[33.17079973491861],[97.23312940076268]
38932,[6.939867054882711],[0.974300149817454],[6.747367726597377],[8.003485999922923],[97.36540949184646]
13586,[1.9036411501756776],[1.0457210517798932],[1.4890066977942518],[33.130099233976004],[95.7716978723273]
1617,[1.930431502442976],[1.01942689224606],[1.4877070057963389],[31.43915921892309],[98.99163819076016]
30143,[1.917718101326636],[0.9796862545189992],[1.4824218505232682],[30.172039913043545],[100.31866864051058]
29500,[1.915559437319927],[0.9794517858646096],[1.4951045283496736],[30.301658988311576],[99.32785128748498]
24741,[3.424703527630709],[3.5140258799941995],[1.2325735377380538],[83.88409458057572],[75.70430129253089]
16175,[1.9263453765438352],[0.9783054064407268],[1.4842227105900248],[29.90987190362804],[100.93347704146674]
25736,[1.866578800337113],[0.9851198483573388],[1.4123878951082212],[31.232618367106955],[100.74512400562634]
69142,[1.925455224956858],[0.9797335622119884],[1.4839933349299343],[29.987188697912835],[100.80781500377556]
68924,[2.4301880982495057],[1.0168594612227375],[2.110632552464044],[24.61058284988245],[95.5754987965142]
31670,[4.713118609361355],[0.9711628498323088],[4.183918651951293],[10.521514763578216],[117.60130530815876]
29640,[1.8537017163631389],[0.9874804061462492],[1.363161013200339],[31.277148285702356],[102.94045849525914]
38088,[1.8844738554578],[0.9821125026723336],[1.4563597209759709],[30.944476086849864],[99.36954645470963]
3017,[2.3265748672447604],[0.9792459954256924],[2.7433407413949524],[20.201060444945217],[55.12783412868631]
44517,[1.9177281629612837],[0.9804963812686676],[1.4679176472474915],[30.09651118949444],[101.2488561914636]
27850,[3.744081998888739],[0.9709004834817204],[4.27016830714613],[11.71338220497216],[51.52597397987451]
38935,[1.851975489950258],[0.9839438532555924],[1.4193610301707624],[31.630823242553205],[99.21061755996912]
18110,[2.262366896606521],[0.978562273028412],[2.155253712666141],[25.44709987374533],[83.40571122477749]
18275,[2.3729074140423205],[1.7531471405227457],[1.318417316569185],[46.64652817016055],[100.20403472602196]
71465,[1.9046696588634104],[0.9779941038835172],[1.4763264539903254],[30.39587312928544],[99.80491636108624]
69191,[1.918447316254799],[0.9985227262326916],[1.4660426440006742],[30.78049683808354],[100.51135864182112]
8569,[1.8545466164823108],[0.9867197873655524],[1.378804257583997],[31.36401270938306],[101.97634346127404]
25056,[1.904446472999349],[1.0249381544112373],[1.364829602349049],[31.357605525828024],[104.77859795089304]
182,[1.9284984414081452],[0.9771131307783733],[1.491277564777677],[29.85996278312729],[100.68720166859728]
40274,[1.9030928636592364],[0.9761233841506856],[1.502412217352854],[30.519810022617094],[98.06899590910702]
938,[2.4834503327148933],[1.980001547351665],[1.277894508259501],[52.31523374326669],[96.97022068783038]
4477,[1.901652576139784],[0.9793563543930895],[1.4795218969645028],[30.54654569332025],[99.29674374636382]
16356,[1.9371237237371957],[0.98435961013125],[1.4778878892313094],[29.81873062800903],[101.8873466504612]
13470,[4.395123705994433],[2.9514167671613527],[1.4492443893344709],[4.103368109057289],[173.88304835094277]
38228,[1.951019088621451],[1.03433404275661],[1.5091773576519671],[31.6271425416566],[98.45459964053018]
12198,[1.9877557071799623],[0.9992625186340712],[1.504213580467951],[29.29382261906992],[103.2688862350471]
12668,[2.871341281420372],[0.9713596144080694],[2.7519451912069224],[19.74631348775847],[87.08220584240416]
72904,[1.9523850299914451],[1.019443222702194],[1.4903400141186507],[30.8961044748632],[100.45555864027102]
11345,[1.9539388303250445],[0.9904708902336484],[1.5213193587083276],[29.949395507230136],[99.9829692301202]
78948,[1.85707466868644],[0.9822620033260192],[1.4052934937843655],[31.32291103796752],[100.62528205639887]
5800,[3.241633284119352],[0.9776237065123206],[3.932757189045093],[11.112981236216264],[39.72527409616448]
34719,[1.943240336875775],[0.9764957680672914],[1.5098394357605556],[29.598198648390667],[100.61197743658671]
77496,[1.9612314732538327],[1.090714776534477],[1.3376571323420676],[32.072785686744865],[107.29387677062265]
26324,[2.6540964175537853],[2.0081125615930184],[1.352270949747371],[47.59861215667226],[102.58198793958074]
32706,[3.0728333889435646],[0.993866047008376],[3.1982152532144394],[18.094628792208987],[73.79582724081249]
24842,[1.933681649743597],[0.980657987057754],[1.4866388658557088],[29.83161076145219],[101.21997449558434]
81509,[2.68363266675031],[0.9773466326671472],[2.76753816014758],[20.582315094482063],[74.86334079544356]
72260,[1.9391470342398276],[0.9734637373801204],[1.5219497562987216],[29.664059990794215],[99.6425923718946]
10975,[1.962128018599808],[0.9763585696412296],[1.5915999074291298],[29.616162093925254],[96.71622113595896]
1886,[1.9065939505513587],[0.98967538287707],[1.4401986663839212],[30.54180606997305],[101.76966523231842]
43076,[2.6354935367230703],[0.96704165922629],[2.8461281623089354],[19.843942778462395],[67.6885702511767]
21401,[1.9189962975332704],[0.9861576196663748],[1.473605540237826],[30.330946135966336],[100.67798187323048]
34476,[1.969618643026949],[0.977241282024384],[1.5195056798552966],[29.0377055666118],[101.96121807180585]
1609,[1.918654314746703],[0.978509621621619],[1.465388554222454],[29.972930862472214],[101.5946912699962]
2967,[1.9032649635232348],[0.99862894468713],[1.465005253706831],[31.17250973300744],[99.42037846597836]
11534,[3.949396728707983],[0.9726472111274056],[4.132321147672673],[13.580416061567288],[72.44664535723037]
7389,[1.9031689409980168],[0.9807494321773748],[1.485995013462173],[30.603274119117103],[98.92099209395664]
78359,[0.9711369397518748],[3.264493058104984],[2.537208271380926],[131.67132270394026],[12.839017284803784]
31659,[1.8857819422373687],[0.9785215532180218],[1.4650948946827091],[30.82392092367617],[99.0734235306998]
12567,[2.9613691192794662],[2.143199875251041],[1.457618309274704],[43.12432986049062],[109.17099603912683]
42327,[1.8902386642439064],[0.985279841980592],[1.4041325794558532],[30.499245154986777],[103.17463424451564]
36209,[3.0352962758671],[0.9703568846783848],[2.8635846392654423],[142.08917622840696],[119.8926624692137]
6322,[3.812459814396982],[0.9817785966181924],[2.991781891665576],[9.1516176475109],[141.85772964526527]
72323,[1.872083938601425],[0.9815515454620036],[1.4519374053893936],[31.212966402113924],[98.74054060371016]
26505,[1.9012096557220493],[0.9804424201337756],[1.4752810063593034],[30.573211908124613],[99.4883085250606]
10571,[1.946223950197516],[1.026262861433823],[1.4609650829709555],[31.107195744566244],[101.54514077583214]
13044,[1.9978863392937785],[1.0022132057245683],[1.485816706420216],[28.956873736600443],[105.17234556547716]
75113,[3.0850054797946385],[2.0221319490315337],[1.3527713195632338],[29.587587202792704],[131.12466595543282]
1885,[1.98880873372359],[0.9894281844590838],[1.4792455942664],[28.628077231835505],[105.62110564549704]
36501,[1.8741609488814883],[1.0452610688751074],[1.395837405283675],[33.393900146123684],[99.29963912123728]
83657,[2.507530523588353],[1.7502142781634034],[1.3621936060679647],[41.959264379302816],[106.68341361814234]
10448,[1.9115201638810524],[0.9846036665537736],[1.4048339138148014],[29.85397510545995],[104.89082939551392]
72769,[1.926854585980428],[0.9747399200577584],[1.5027959455680129],[29.88900696839824],[99.9111064559235]
37965,[1.7409934323680176],[1.0011139737504375],[2.731602123062109],[3.801135089414408],[6.620260491955218]
25297,[1.915270759385388],[1.0295976426989109],[1.4372889099370767],[31.90204727439977],[100.55978894901996]
22792,[1.970371443308352],[1.004544206468467],[1.489734774214697],[29.83519567799947],[102.62040511323843]
82395,[2.073609855797368],[1.5663194680695127],[1.4003423214217323],[149.84441546305678],[92.72815905108924]
39404,[1.926615299997769],[0.9747736468224456],[1.5047764750572603],[29.90930843039145],[99.7599350475843]
39186,[1.866724175077628],[0.9803223627186568],[1.4533026954975845],[31.30879785498441],[98.30423579691418]
445,[1.913949426260484],[0.976677079470065],[1.4927152043415677],[30.218555877198053],[99.49720194958654]
26720,[3.666502440468313],[3.0403713424551504],[1.2321330763738447],[50.742703184417216],[110.9691692617679]
5015,[1.8712073297063487],[1.0099258992904574],[1.4141917254308969],[32.140336611817304],[99.70499632430771]
10843,[3.033282750268757],[2.7507010445907487],[1.2501139825666114],[65.06551106357192],[90.59703899827224]
32764,[1.930882729418904],[0.9822813961449892],[1.518164201185389],[30.17689712014508],[98.84518268148857]
45356,[3.3674595174665667],[0.974192080961096],[2.90406323513674],[15.749891310606964],[110.23640029368978]
71402,[1.8931959826194291],[0.9797616613612532],[1.4720376140074924],[30.728489813762348],[99.12328957893769]
14695,[2.689299840882427],[0.9720038574248492],[2.656185014460803],[20.94159489165526],[81.44904454902861]
31487,[1.918416454004763],[0.9795167332048836],[1.4781640793838149],[30.11694479452158],[100.66478923882252]
24158,[3.0226466236232548],[0.9684431614006468],[3.3562712615598222],[16.41071626777102],[61.85870819704208]
82385,[1.9709793503089],[1.214395148571421],[1.3418062392600458],[37.24787087406739],[100.78014659717138]
4907,[1.93107954583496],[0.9786981385464272],[1.4886617646296731],[29.83689198936932],[100.98208877623703]
9539,[4.343939901239061],[0.970821340512464],[4.677012676291342],[11.611432624032746],[64.23674296141577]
44993,[3.1235635938058275],[0.9709403196067096],[3.389646346984847],[16.499144789769502],[66.01410147486096]
2676,[1.9420872048454632],[0.9824914006508064],[1.4875219158332769],[29.692786424258],[101.71909322646884]
44590,[2.03447697417604],[1.03949032679955],[1.4683590132045337],[29.21572175389468],[107.19554447628636]
30256,[1.9169841725220311],[0.97719246627958],[1.4964532789453024],[30.187198479291457],[99.45719788495576]
2988,[2.5192357471598275],[1.8541253788553285],[1.3835058132252958],[46.22167951164168],[101.17930559752224]
70418,[1.863202615034033],[0.9802325053200888],[1.429395408548282],[31.24697680576298],[99.6034073437988]
26236,[3.4089435992525257],[0.968977183588274],[2.7375151765742944],[13.13228173554905],[126.93584162770092]
13354,[1.8750285837588103],[0.9795080560162872],[1.442722112197809],[30.995491821588956],[99.6721309516815]
16305,[3.19542130091433],[0.9714442789079052],[2.922205096241587],[17.54793587170628],[97.36429483986367]
76678,[1.9595619392239343],[1.0385659365207365],[1.344368444533599],[29.875315137992885],[109.9753234913376]
20079,[3.007701251184746],[1.9606256931590391],[1.482316931725592],[33.91751589792071],[121.12971654668294]
22240,[2.175507826811336],[1.6051738556145034],[1.2853487779201642],[47.08053243413034],[97.01743175968429]
7105,[1.9160430306612448],[0.9843939784743502],[1.451814641633046],[30.167621199351395],[102.003002144597]
28869,[1.9194816823834049],[0.9799723814094484],[1.4767087528655642],[30.096719998120623],[100.82143688376487]
1573,[1.9060962414663012],[0.9965064459861108],[1.4921324133215783],[31.179152566798024],[97.9968915663096]
26744,[1.9321123117893144],[0.9766281259049048],[1.5008230748979057],[29.817797433569893],[100.3522159088412]
33493,[3.869736757650597],[3.958976113933545],[1.2330038167540924],[85.06051294968411],[76.86287061268862]
26107,[1.9488414027280676],[0.9821879862847724],[1.504861969367722],[29.64152978906848],[101.09136889404586]
34606,[2.026957205699743],[1.0817092843997156],[1.514381044570187],[31.548076430728244],[101.3560751999792]
22421,[2.259657448195342],[0.9709776185417264],[2.6221171779626524],[21.32593613921369],[57.81568896496909]
30438,[1.9501282417042525],[0.998095940530047],[1.4798495530791722],[30.034921135990107],[102.05286071843356]
12196,[1.862339076715412],[1.016584203889842],[1.3896215027399692],[32.48748062438651],[100.2719572820713]
8374,[1.932404376983213],[1.0166411941383575],[1.4663131845411586],[31.13484306713204],[100.6413565730046]
41903,"[1.8821839636793227, 1.919892047063934]","[0.982156336568207, 0.9791292223282524]","[1.4318925649512866, 1.4852938049440916]","[30.83399791021984, 30.11499991649412]","[100.8129516127525, 100.32265652460534]"
5130,[1.8919551930132452],[0.980248578900646],[1.4660232050392732],[30.740996149847067],[99.39923991455991]
39869,[2.8311206789250423],[2.575321096664475],[1.264491652848418],[65.38773254806115],[88.09968514815867]
24252,[2.941941816047115],[0.9759923244715968],[2.7080178036737617],[19.325919931113432],[94.0039860120721]
69782,[18.36866323321897],[0.9765466115734104],[17.723494863571954],[2.32802858654663],[130.17604952092202]
77673,[2.7243223780941843],[1.9376975170908417],[1.368976741810275],[42.0207701845108],[109.7546495422295]
17310,[1.8934620219965737],[1.012093952459276],[1.4864380926351295],[32.06379296657804],[96.7062053851949]
7702,[1.9039578690843708],[0.9768696366533886],[1.4901471737330367],[30.457592629808683],[98.89651794680996]
40431,[3.955989739468361],[0.9724689328400116],[3.4583835017726243],[12.969999102075276],[114.07361899534727]
1992,[3.0264210932333486],[0.9788280128433098],[2.9387428030097915],[18.814261449437534],[85.66271916165104]
27444,[1.9242926863394287],[1.0551122283392798],[1.487208243342641],[32.97841842844527],[96.9151082174081]
37336,[3.88329555520571],[0.9677760522489708],[3.6555870142515103],[14.341210280987047],[96.32968531619244]
40217,[1.9138793698082697],[0.9809255346042092],[1.4707940995835262],[30.23596389460623],[100.73530411633668]
37909,[4.223904670294096],[0.971684186686302],[3.702640166030815],[11.902058605852538],[116.29552348789548]
11904,[2.6302285584330662],[0.9742303533888724],[2.77081087224056],[20.57073464608997],[71.55207583668552]
34859,[4.486915070364215],[0.9663234896975192],[3.7545184114565417],[8.808466353919439],[134.68082588003412]
41005,[3.893873743020566],[0.9757542768986788],[3.30690988320292],[12.470278604468382],[120.49096718214456]
71746,[2.630049109561356],[2.0702641065287417],[1.3362769124634657],[51.0698147743301],[98.79030418674286]
68732,[1.929671335375133],[0.9828430461068076],[1.4712035044597866],[29.900882978946576],[101.83692365814136]
42838,[2.4897658175640096],[3.2885998787866657],[1.3543222352033797],[114.36115557589622],[43.604886202682174]
34840,[3.638855951875842],[0.97257282775098],[3.4292527270444078],[15.4508321804611],[94.60553130411832]
14655,[3.9112429588055946],[0.9726554251905496],[3.6036059587081297],[14.117806589491469],[101.23481482359256]
74805,[1.853408770410041],[0.9850915375596476],[1.3799441623773363],[31.33801693738365],[101.89691441338071]
44558,[1.9058737208759533],[0.9904329140937416],[1.5080104524807392],[31.031680011692576],[97.2562731816506]
24933,[2.3348349888095425],[0.976824074253686],[2.706107455243585],[20.70733865599718],[57.69045873300927]
9742,[1.9186161804545403],[0.9800866488150474],[1.520312545649038],[30.39723084322249],[97.89170736730216]
33034,[4.113391000279583],[2.859024840163115],[1.2805532003417466],[9.649562509949046],[166.04476345230006]
12097,[4.04536050457352],[3.1243792447410503],[3.3080809989092703],[49.03591960186211],[77.87988704763562]
16411,[1.9359209857778],[0.9833412689350364],[1.4827918844930947],[29.849314117414576],[101.5153442312586]
36206,[1.9311674373531449],[0.9866630717828933],[1.4977632416412554],[30.210101702961765],[99.98776913942132]
76878,[2.094829563305914],[1.5778980302374164],[1.337320912810986],[48.849012608547376],[91.49520040805533]
75166,[2.578129461498785],[1.8965128490728524],[1.29410957867173],[44.92279737407807],[106.27072832142449]
83042,[1.955072144334844],[0.9795015941389834],[1.5214493365940112],[29.5025319914684],[100.59617071637754]
34755,[2.572902848413995],[2.078200938461112],[1.2923771349675606],[53.33492413821645],[96.7425118841054]
72466,[2.003472359729696],[0.9802101093595682],[1.502427594312552],[28.10308581166715],[105.67529426120905]
9454,[3.688937981076656],[3.6758749577430057],[1.2353971576238847],[88.33776465975978],[104.26810726788338]
5814,[1.873155985709125],[0.9827744475740068],[1.411435942015635],[30.945397100944287],[101.4498555060426]
27823,[2.0109714084353265],[1.105396183663157],[1.4846663971637366],[32.67381196891411],[100.8503190456116]
8310,[1.9375011602112968],[0.9769655128282324],[1.5043382796189766],[29.720691172076023],[100.51501238093806]
39796,[1.8711721876273284],[1.005699464398892],[1.4001703263144298],[31.862992779389035],[100.83427481351596]
30366,[1.8765062253708036],[0.979980870077913],[1.4514596617694344],[31.033450618544865],[99.1866789929264]
30179,[3.641890032034557],[2.318754296052421],[1.3536206043144818],[9.682332844609215],[164.68319227340595]
68955,[3.084479378793547],[2.993200390771688],[1.3746943231446398],[73.24633163402886],[80.66397505418543]
20403,[1.9017874342860637],[0.9814146796898492],[1.4547403562561738],[30.45280200398772],[100.8470122562641]
11155,[3.897996586646542],[0.9665433807460168],[3.3772369980411354],[12.885420643708574],[115.92716930031553]
76584,[2.218107169766068],[1.372504676800752],[1.332888804540892],[35.51712051124171],[110.13766322642282]
11054,[1.9442660099595368],[0.9769197097160232],[1.5022984969037156],[29.53362502687379],[101.17554613059096]
35192,[1.8805339295028485],[1.0684707822353037],[1.3448688057132914],[33.795682777405325],[101.76748612343413]
27787,[1.9077474115159545],[0.9809759427382876],[1.4677872711561402],[30.37531338328247],[100.4594953772797]
31370,[3.265255113287924],[0.972244822524834],[2.845075487213419],[16.53891528762929],[107.051036552072]
