sid,OH lengths
21245,[0.9649120390668483]
35184,"[0.9714106892939277, 0.9726522233461633]"
5494,"[1.0052523997456642, 0.9736214503661335, 1.0393605402603774, 0.9762381951024666]"
76951,[0.977789437215198]
17270,[3.370710649200719]
24336,[0.9730865913306416]
14717,[2.690410252042094]
78940,"[0.977564653988276, 0.9825710632822625, 0.9734054507266372, 1.472562834274739, 0.9901361741383485, 9.181723480877862, 0.9822929637108446]"
34977,"[0.9769813849761472, 0.9769621811554926, 1.0107145964601596, 0.9659022117252588]"
74842,"[0.9743994422350016, 0.974176992763369, 0.9743437547860765]"
23193,[2.639110150849374]
18977,[0.9875466572652956]
36736,[0.9747818156560616]
2634,"[6.51893722046562, 3.4638525238556777]"
82835,"[0.9792066554087252, 0.9744406276397755]"
45415,[1.0008791945308488]
2369,"[0.9671193769989503, 9.968878554645396]"
42578,[0.9813412831943509]
11301,[1.005921166053676]
24185,"[0.9752275826120309, 0.9719987707210045]"
72583,[1.8928420296165678]
74491,[0.9700188542845811]
35779,[0.9744463913624861]
5318,"[0.9644679536209729, 0.9740006851798719]"
31623,[0.9719663393838858]
31429,"[7.575588619141175, 12.3551936664359]"
70195,"[1.0181204482530437, 0.9953838638921344]"
13352,[0.9778842972756442]
29651,[0.9756754692507011]
29000,[8.135454288731525]
70478,[0.9814445128774636]
13345,[0.9860126261468577]
37038,[8.20246693116467]
26051,[0.9920107883219862]
2115,"[0.9762078298749439, 0.9760194957092485]"
19453,[0.9849660447017183]
69285,"[0.9725988186813883, 1.8163365961252864, 0.9725072593240819]"
16464,[0.9761918800458813]
38461,"[8.186480857720447, 0.9806871343382202]"
42692,"[0.9782196090810551, 0.9727329087671086]"
78756,"[0.97098915014203, 0.9746756173457418]"
43661,[1.0138159006486374]
25662,[0.9720350308607881]
43671,[10.876761438830947]
17711,[0.9729457054844459]
40157,[0.9742833272268391]
68872,[0.9747858806721059]
4486,"[0.9739644297094033, 0.9844232359248597, 0.9730537454165407, 0.9744544536612016]"
31099,[0.9731751460251484]
7378,"[2.598454807558661, 1.9841319173622622, 0.9771990315963768]"
13714,[0.9764457489995256]
40474,[1.0028670609597397]
75422,[0.9761379227000268]
81482,"[0.9717862690347431, 7.811926160520865]"
23420,[0.9744488806354993]
44526,[8.395525150124113]
70342,[0.979626563467388]
13724,"[0.9738022687599058, 1.0171577130593379, 10.92066372183798, 0.9741863326142046]"
34445,[0.9719607565516198]
8010,"[1.924023350171657, 11.051782993971116, 1.0518454604191079, 0.9769245243623231, 7.2951372885231835, 4.232259120972225]"
26549,[1.638932472284537]
70415,[10.645995278799969]
38966,[0.9713880792975748]
5306,[1.018824162074406]
23526,[0.971794970954]
4065,[0.9715811663545761]
26336,[0.9733012946294333]
13358,[0.9699409763011296]
35776,[0.9759367892900122]
7317,[0.9903091825184402]
42854,"[1.038192425408948, 0.9739683027885153]"
947,[0.9820875711966831]
77546,"[0.9659073478910889, 0.9658304450577768, 0.9720277409799625]"
4585,[0.9794869348271754]
27277,"[0.9934426421974664, 0.9660481828376852, 1.006856829048003, 0.9697191014199956, 0.9749536377271413]"
70747,[0.9961084270175979]
27564,"[0.9832975033446698, 1.6309188297215385, 14.93584787504429]"
7756,"[0.9767790570669501, 0.9704625349200277]"
2843,[0.9810759477661144]
38024,"[0.9755897170942789, 0.9816283480854759]"
78707,"[7.150121620820757, 16.06887351010713, 0.9825298239065101]"
24210,[0.9931155270554095]
42651,[0.9773330865911829]
34575,[10.645161561274229]
11595,[0.9997736491860049]
746,[0.9817469828155632]
73654,[0.9711711956248407]
38753,[1.003478787589749]
19718,[0.9727957187731265]
45137,[1.0418196154000896]
22985,[0.9749371372531023]
18753,"[0.9754259155432186, 0.9691467756037061]"
6256,"[0.9747726708879936, 0.9891015793699597, 0.9721419470358525]"
38862,[11.377527531859865]
29045,[8.796321164180084]
8273,[8.751900308453202]
70055,[0.9706379580644896]
34644,"[1.0394077065458502, 0.9708304726304481]"
31288,"[0.975042151778245, 0.970873045207795]"
24980,"[9.100860821473212, 0.9774797294862383]"
12352,[9.010688596937362]
8613,[1.0024960208250449]
73123,[0.9860033192178959]
22547,"[2.434509201641025, 0.9717243269114098, 1.4935398597847296]"
34617,"[0.9685868533057419, 0.9871393993273796, 0.977461635114672, 0.9914260056703935]"
73632,"[0.966318585282818, 0.9744792148886121]"
3991,[0.9848809188674206]
8898,[0.9894168423472418]
28221,"[0.9738792398542985, 0.9747254416648314, 0.9797249831066371, 0.9837891541385466]"
16704,[0.9768307397534688]
26598,[0.9729122095769037]
15428,"[8.116155655562007, 0.9946133267034742]"
1860,[0.9714260124749111]
9549,"[9.355279397263342, 1.023083602299637, 0.9903810437917766, 9.785882066649716, 1.0180109908972035, 13.520683376345936, 0.9850874445380089]"
43517,"[0.9682400261083665, 0.9798806899762599, 0.9931808922754205, 0.9742963109861265]"
74573,"[14.839446755131169, 0.9694266069971696, 1.1063676840324836, 1.0293145045725207]"
33208,"[0.9966813001260927, 0.9810338482780095]"
21620,[0.9732737594249735]
73920,[0.9776473022701231]
43497,[1.9560203109509628]
12315,"[0.9858897086134287, 9.708133264718699]"
18492,"[1.0260561202825653, 0.9710585019865305, 1.0628502295569673]"
14490,[0.9704648443678093]
15721,[0.9726576166065166]
8103,[8.733480343229406]
43323,"[0.9727394836206862, 0.9865741136270239]"
3717,[11.366888530958837]
7525,[1.0381614437687174]
45972,"[17.31215108203229, 0.9703947608200753]"
28614,"[0.9820017476966091, 0.984299071252888, 0.977494828315627]"
24506,"[0.9711226038795939, 0.9721857310236529, 0.9713082501352793, 0.968541070373223]"
2089,[0.9706804670740984]
5825,[0.9783080469309543]
30510,[1.0205865502130222]
77766,[0.9726548000197361]
31734,[7.994391558899713]
76570,[0.9674127849977827]
38833,[0.9778612352943236]
75160,[0.9773599799814598]
12909,"[1.007823935739318, 3.1283054723180697, 1.5872777204918684, 3.425733514576506, 0.9786676159896337, 1.068767440177459, 0.9784194030329827, 8.349114958871017]"
393,[0.9910651962374012]
21339,[0.9741715499231218]
77421,[9.310791160132244]
26516,[0.9715634941720666]
44200,[0.969875039549124]
39375,[1.0114658490714517]
75248,"[0.9636959764122066, 1.0274060581314028]"
34808,[0.965715637533106]
17731,"[0.9776143175731312, 0.9718628327436605]"
34951,[0.9748763462184128]
16968,[8.357375660246559]
4431,"[0.9903701865905132, 0.9842260493519118]"
29802,[0.9787771168647296]
5719,"[0.9747300467831046, 0.9785463210255263]"
74333,[0.9700673567263672]
25167,"[0.972282756082466, 0.9855399992561049]"
75861,[0.9865214769278651]
1426,[0.9735508801813479]
11392,[1.5949367564203474]
83755,"[1.0242868170189927, 0.9771204750807683, 0.9765561545122079, 9.9264064054603]"
77600,"[0.9642977136839083, 0.9761414792613403, 0.9784247374782721]"
36232,[0.977740785392111]
26585,"[1.03065268641216, 0.9735451553226392, 1.0107010060677086]"
33116,"[0.9713413646847069, 0.9713437825733088, 0.9711790246864841, 7.471839648549191]"
69064,[0.9958030751870033]
27926,[0.9702724745393728]
262,"[0.9730380477249723, 0.9741924047455852]"
32397,[0.9730521841571395]
111,[0.9789963737007895]
10353,[0.9762474319823498]
44710,[0.9749793419068672]
31416,"[0.980049079399885, 0.9829579633193849]"
2355,"[0.9721079913933032, 0.9707526204209134]"
38367,"[0.9870954246507864, 1.0174724620507474, 0.9944499786964487, 0.9783692879871843, 8.315675085693204]"
25752,[9.58551692316506]
38602,"[1.8628196593510127, 0.9757928515933476, 0.9761428373726997, 1.0350505569774984, 1.583517542181787]"
75684,[0.9644383093812676]
30120,"[0.9647035766681282, 6.441232153226844]"
77734,[0.9703105513349103]
41564,"[0.9837948791077998, 0.9754309004372548]"
35616,"[0.9780658403380531, 0.9670833277677715, 1.037255715713645, 0.974124007249553, 0.9772149315241495]"
20122,"[0.9721463788513547, 0.9715415598455573, 0.9719291105114635, 0.9789984940543022]"
72386,[8.395859395835318]
41846,[2.991163986022504]
42460,"[0.9856919334000648, 0.9815212903281015]"
19773,"[0.9749422086726974, 0.9746691112120465]"
12134,[0.9707859211462141]
7120,"[12.386816261769027, 12.185363901127364]"
37723,"[8.267924877838228, 0.9727717062135608]"
44184,"[14.89106192455961, 0.9691049496741724]"
19908,[2.027188031457116]
74143,"[0.973812772611529, 0.9744309313630785, 0.9741484708299347]"
35611,[6.116738348634933]
10084,"[7.2977897373938205, 0.970436526159141]"
26928,[0.9736623411713486]
23278,[0.9892593017472273]
12235,[0.9808372281817235]
13505,[0.9773268271864636]
77238,"[3.2319482135424478, 0.9765924631876075, 13.22552156674427, 0.9745986119651919, 0.9719471927929761, 0.9740695066797672]"
70282,"[0.9763403474014006, 0.9961927688241581]"
76181,[0.9926281317270321]
26508,"[0.9822053498313991, 1.741400992797236]"
1798,[0.9820078540956858]
6236,[2.9808937651467775]
1565,[0.9638838435655401]
72574,"[0.974002681329079, 0.9743188607780128, 9.420014532959591]"
23517,"[0.9761624257851481, 1.0265959326123093, 4.764015094193198, 0.9893617361475202, 0.9710422366481077]"
34370,[8.61574881927042]
29233,[7.11478121647127]
70154,"[0.971525972567223, 0.9917306194659341, 9.588504796311883, 0.9753555833734032, 0.9756173852536186]"
78434,[11.685281955479622]
19620,[0.9676324752692554]
40490,[8.787559559660565]
9331,[0.9761018935041194]
37889,"[0.9726366390907034, 7.785163612908306]"
20114,[0.9799562871644831]
27783,"[0.9778344209689993, 12.961224168178376, 0.9944902228174985]"
2500,[0.9629541987645748]
24108,"[0.9732826555687017, 0.9746531302993119]"
73698,[0.9786028247789169]
19503,"[1.042908261085588, 1.0069411836627284, 0.9730132191285282, 0.9779761202612229]"
3950,[8.931146276718367]
34040,[0.98335307358933]
35370,"[0.9703584228613273, 0.9719785357023275, 0.9796427973638366, 1.574949815073131]"
43127,[0.9717370885655046]
9394,[0.9639818723997303]
22040,[0.9721522902693647]
24649,[0.9806681314622658]
83414,"[0.9735665251339203, 0.969063791141225]"
6719,[8.513542787952854]
24577,"[1.0301894046234998, 0.979345657220785, 0.9903720498805599]"
8791,[0.9761403138832279]
12589,[0.9708306520377997]
72095,"[2.2392884222751235, 10.290820580841153]"
8305,"[1.0081626823659653, 5.915722137805008, 0.9739963010199144, 1.0037518707505624, 3.256006026128858, 9.678051071968248]"
7161,"[0.9903884758987104, 0.9752207199748678]"
70264,[0.9715429756149118]
8239,[1.080863142869676]
82951,[1.0757119709593925]
72014,[1.7165284402173555]
30504,[0.9886554212676084]
18010,[2.0381892734386002]
26571,"[0.9635418461585724, 0.9767218730046019]"
19135,[0.9721045876106092]
17383,[0.9712285101102686]
73929,[0.9697937702146212]
12935,"[0.9773839368397386, 8.008389133450628]"
13248,[0.9745484943427569]
32683,[0.9749892360604989]
44230,[1.0026974577357508]
14879,[7.887048330301557]
72708,"[0.9799221354264821, 3.659929673200893, 0.9811785060465305, 0.9834933606679831, 0.9918029920919226, 0.9977049546085649]"
30202,"[0.9764331757239637, 0.9761057460462792]"
14537,[0.9732976772032301]
10265,"[1.005206188018284, 2.3944355137567395, 4.655088086159545, 9.03757409868803, 1.0253004383261282, 0.9885725891527853, 0.9998483150370551, 0.982519285365064]"
72012,[0.9737732402706809]
20445,[0.9720919335091274]
23895,[0.9795953184398793]
73265,[0.9813333244038207]
21577,[0.9715435145791228]
12234,[0.9744076253831961]
22113,[9.335604241393938]
3361,[0.9715966486398355]
69829,"[11.807212359829926, 12.064606827247834, 0.9736064743714739, 1.0046768140299989, 8.751275385379973, 0.9781519284544854]"
23371,[0.9827261557474636]
35040,[0.9755329562275381]
14205,[0.9724768824337378]
75421,[0.9690666781781313]
27154,[0.9736288086315139]
82198,[0.9652769098929525]
78238,[0.972199317006429]
17451,"[9.725305553979622, 3.22967915928858, 9.200250199922229, 2.1532131831989814, 2.5056028029907362, 2.835387481452353]"
1672,[0.9762782539400482]
39809,[0.9927807581909468]
19429,[0.9967923960368689]
776,[0.9777453834139038]
21875,"[0.9724649178941415, 0.9747957863398099, 1.0097607067488268]"
34519,[0.9737889922803266]
40493,[0.9654537259796918]
19182,[0.9783561204662268]
20821,[0.9884748275818979]
41572,[0.987536900313933]
11309,[0.9799780904814221]
378,[0.9769157780613934]
37324,"[0.9786467940891878, 0.9759038974814256, 0.9897432168540886]"
39036,"[2.470139783293313, 0.975192453742449, 6.194065301754379]"
15592,[0.9982497190881464]
38534,[0.9715153435683298]
37914,"[0.9842188952889391, 10.47754613589395]"
31477,[0.9727529940337205]
83548,[0.9757433169629329]
41677,[0.9792886343443203]
7994,[0.9779321410781038]
34752,"[0.9754278001350896, 0.9734456050554586]"
70910,"[0.9788420663707557, 0.9829217644622277, 0.9807363764380941]"
4170,[1.0048118040389615]
20808,[0.9797374165904826]
73438,[0.9723026826368749]
1007,"[0.9741385066033704, 0.9717407673827801]"
5424,[0.9702467107945858]
44552,[0.979155239948218]
26997,[0.9643683058646189]
1308,"[0.9781715554958801, 1.0082642454893536, 0.9792480867661851, 8.766809068891668, 0.9743640075138496]"
19725,[0.9701663855062874]
4821,"[0.9854152323964218, 0.9832843588134851, 0.9816945655574263]"
2579,[0.9787058501405699]
12358,[0.9696349930307199]
2965,[8.386871184915314]
34555,[0.9714101945144012]
7689,"[0.9744712456566601, 0.9839596884920783]"
19867,[0.9757593601945216]
5705,[0.9740756577881641]
8662,"[0.9785220754112057, 1.0114293290168, 0.9729912076698872, 1.68819727518751]"
19532,[0.9743697155474084]
41642,[1.0074966501057934]
38246,[0.9773253460219383]
77216,"[0.9712933977369067, 0.9699945157739305]"
29390,[0.9796585666151537]
21344,[0.9703581380274989]
77532,[0.9732752891507916]
76427,"[0.9701168132701092, 0.9707041203787167]"
40757,"[0.9781247264397638, 0.9712197064865201]"
41017,[9.418502052111672]
72920,"[1.0143792597086145, 0.9748954831154957]"
17111,"[0.9723206234908817, 0.9775812222634385, 0.9996492508227723, 9.04276511549498]"
40357,[0.9724362440231991]
6195,[0.981755644920872]
23354,[0.9646065949021545]
30540,[0.9707311024594542]
23892,"[0.970979185059751, 0.9898071609564204, 0.9641263592811109]"
71306,"[0.9688428585036566, 0.9786927618003186, 0.9772587423754217, 2.6435140240334003, 1.084039348377584]"
5810,[1.0026974137533053]
11019,[0.9885765639170105]
32513,[1.0113636083625155]
73135,[1.058042629361269]
1318,"[0.981278520100709, 0.9717373112847777, 8.952703562922236, 0.9734579205435804, 1.0081790189941597]"
32991,[0.9704182907340282]
39712,[0.9782543184541891]
18384,[0.9791062655188445]
3719,"[0.970235919883044, 0.9706514588402693, 9.053775827081278]"
74992,[0.9733332778039204]
36650,"[0.9764973556232424, 0.9767709783672698, 0.9729873073052409]"
18939,[0.9825689583335238]
13518,[0.9757995766802582]
32709,[0.9746058085699943]
70571,[11.458237555463649]
15681,[0.9789759587062314]
37715,"[0.9761772875897914, 0.9764298095231514, 0.9768073798877062, 0.9754826427612757]"
10683,[0.9690634382784791]
32420,[0.9764364641528668]
19009,[0.9955281260377626]
2625,[0.9676908975252793]
35933,[0.9648300339947213]
5391,[0.9913008766338561]
6651,[9.667057185353743]
2641,"[0.9748805878974792, 0.9729536429946135, 0.9728036891470494]"
40365,"[8.991541907397105, 0.9635305416382742]"
4386,[0.9957104333516335]
2411,[9.326709450376951]
36311,"[0.9667580212273165, 1.0485002366908915]"
45945,"[0.9967921400912314, 0.9989899134238356]"
9053,"[0.9973359777388469, 0.9754250116854222, 0.979687414568422]"
20371,[0.9774069175177443]
69904,[0.9700542796792809]
21765,[0.9759274647453304]
14703,[8.91077112392819]
34262,[0.9920800898344009]
3251,[8.153246482569351]
8145,"[0.9860467365667527, 0.9813664372096893]"
16686,[0.9678773517763356]
24876,[0.9681105075550854]
10373,[0.9748458656778156]
26741,"[0.9792229156778751, 0.973594106085155, 0.9808912824688837]"
36996,[0.9757648933823186]
35899,[0.9694730017226715]
33566,[0.9840360834218935]
45731,[8.392986366756315]
19388,[0.9754470630673175]
82241,[7.0575078637202076]
41675,"[0.9772362486679161, 0.9825454196200082]"
33947,[1.9567674765844416]
28103,[0.9698069974838675]
36943,[0.9750222045705453]
976,[0.97436264360251]
19874,"[0.9808386680413994, 0.9776499914290666, 1.6127476540436987, 9.434003022787335, 9.612434551439666, 9.533159728989247]"
3517,"[9.545436256111671, 3.713046459452581]"
22027,[0.9710707228645535]
43835,[0.9720054877075176]
21670,[1.020376888232107]
40016,[0.9799996647048141]
36846,[0.9970164816501582]
6683,[11.680345291777467]
5555,[0.9769882030094915]
27090,"[1.0158262770681539, 0.9762780675374678]"
12351,[1.576304393952168]
45957,[8.718511513835635]
5133,[0.9705641917965212]
83567,"[9.91145586670379, 0.9796499983317112]"
35621,[0.9713194242018244]
78364,[0.9737789384928216]
4348,[0.9871787892528455]
31538,"[0.9913182703290795, 1.0351714535906713]"
233,[0.9788119045033108]
10567,[0.9701993436346825]
72780,[0.9794193946437739]
45088,[0.9816756135064717]
9860,[9.141914039506045]
26152,[0.9799870149747218]
4671,[0.969746611829379]
4675,"[16.368801950961, 0.9756243953005947]"
23511,[9.801341156025135]
15992,"[0.990991343628817, 0.9821966803010788]"
32915,"[0.9788183005980341, 0.977266819147629, 0.9797854159471537]"
901,[7.570030482210525]
75320,[7.758004582674275]
6713,[0.9858063655616108]
38686,"[0.968932897568196, 0.9730622402281467]"
4611,[6.868223464946041]
41944,[0.9738915794971758]
21327,[0.9798275673332509]
1027,[0.9791575456771782]
73672,"[0.9947093084881325, 3.872506750273939, 0.9742632070122732, 6.023737784977077]"
24652,"[0.966290343496489, 0.9715647278248996]"
7169,[9.36178679015272]
41557,[0.9786767211208109]
41218,[0.9812681840134952]
20980,"[0.9747142074066559, 0.9698371124792378]"
69846,"[0.9727237291559482, 0.9767924800502964, 0.9704305454971459]"
24822,[0.9701230468531904]
24266,[0.9779509152379752]
21669,[0.9750439170350341]
9141,[1.0017929123672151]
37652,[0.9831344472910142]
6078,"[1.0065246635097316, 1.0181291390885865]"
73762,"[0.9728853840887557, 0.9825702227082035, 0.9723999655732194]"
31089,[0.982240390415805]
72115,[1.0129568863342708]
16782,"[9.209997357621623, 0.9647864605200728]"
30319,[0.9728733493489904]
30798,[9.26253154941598]
23396,[0.9645036685047652]
1456,[0.9756097443144552]
81395,"[2.549150969209844, 9.741390247253552, 0.990310986225789, 0.9713925601820719, 1.4785323173686737, 10.386409812766853, 1.471590429158879, 0.9782310215521249]"
38869,[0.991177989084449]
36925,[0.9755581257216138]
602,[0.9816539452685128]
73984,[0.977498285384738]
44974,[0.9714369672142655]
8446,[0.981705724003467]
75954,"[1.622857008216588, 0.9689616559395725, 10.345496597694286, 8.78671476630101]"
69709,"[0.9768018504732587, 10.502962303216494]"
13558,[0.971874060259301]
77672,[0.9671746124682787]
82816,[9.788680611985118]
31467,"[0.979778878192647, 0.9861101508644067, 0.9785718006764402, 0.9702094406824547]"
35600,[0.9744022726176546]
35736,[0.9834328379995526]
5359,[8.323713597794702]
21513,[0.9667180211664494]
73055,"[0.9763322134310695, 0.9716290013695337]"
33920,[0.9757998874742483]
5675,[0.9896944615158421]
16344,[0.9694534494439649]
11932,[0.9848043578002645]
32506,[0.9846996839290659]
15912,"[12.168266801912592, 0.9813613105834011, 0.9785384931862515]"
15515,[0.984935238905991]
70566,"[0.9724656017858747, 0.974743751832551]"
10245,[1.020486030454418]
28753,[0.9703555223293712]
9120,[0.9781291187976999]
76986,[0.9712870229671552]
74946,"[0.9805866149039333, 0.9690489523552783, 0.9709434453796165, 0.9748699580953786, 0.97938160410701, 0.9825253103308523]"
12569,"[1.640671435477388, 0.9705438091143989]"
35932,[1.0012705297931699]
16511,[0.9954555868912423]
12136,[0.9753202278422193]
793,"[8.96850909512871, 0.9748159713503699]"
20490,[0.9824692032681965]
30699,"[0.9797676533539745, 3.739242305925462]"
13684,[0.9801533445777104]
8619,[0.9758043175239594]
43644,[1.0448123898205754]
2279,"[0.9962787996197017, 9.947546933207775, 0.9784203434379332]"
44544,[0.9855200620325026]
9173,[0.9714353756161387]
36096,[0.97473497986375]
33040,[0.9697779498683731]
45234,[0.9733059647526588]
31669,[1.0153335033649211]
82110,[0.9778669502873526]
30819,"[0.9969839073457973, 0.9678782351424803, 0.9708333781366022]"
17284,[0.9735539487498197]
43874,[0.9787577607510005]
42290,[0.9913372747524762]
44305,[0.9747528986071274]
25270,[0.972947613588616]
4558,[0.9701329356408183]
26805,[0.9765099159499269]
21046,[0.969632881518648]
72868,[0.9780268095322348]
78066,[0.9740691789981675]
39845,[0.9726406440446539]
24493,"[1.0144993812140948, 0.9782144249971638, 1.011651932573247]"
7814,"[0.9749566024878131, 0.9955768520622693, 1.779239391794794]"
7015,"[1.5950487950508572, 0.9819067668938058, 0.9741751695227833]"
72457,[0.970571145598432]
23285,[0.9800268390439486]
45682,[8.815165558539684]
73718,[0.9822381339405695]
1340,"[0.9711518327597681, 10.009472763013774]"
44668,[7.1682904148540105]
12105,[0.9763316478856703]
21137,[0.9751384792080386]
72761,[0.9714482957856585]
27366,"[0.9768291407397949, 0.9758106109170454, 0.9735889709493423]"
35157,[0.9731064544608325]
35397,[10.022445299905623]
29718,"[9.16425293942962, 3.079520145476649, 14.282464311212761, 2.478086589467625]"
31998,"[0.9697687094660112, 0.9708632793597073]"
1583,"[0.9746732455635584, 0.975484618508926]"
43300,[0.9666068385709868]
22129,[11.568899316855868]
10517,[1.0352575465834613]
25429,[0.9844136299980425]
13700,[0.9723516502540145]
5942,"[0.9980638780100497, 0.9758736270880495]"
45633,"[0.9766776640761813, 10.457841924046235]"
12399,[0.9735167460786127]
40270,"[0.9722506091562053, 0.9720168124295692]"
2946,[0.9727033747435851]
3115,"[0.9714109042711236, 0.9727142332629597]"
10645,[0.9722626646921431]
44869,[0.9791450706776681]
40038,"[0.9740194168165517, 1.7817790766400297]"
29232,[0.9696498996322568]
10552,[1.5724989165344858]
78664,[0.9699885701404739]
15152,[0.9855829017944058]
26025,[0.9759542472296955]
39943,"[0.9751255632758935, 11.572163485388446, 0.980102760957473]"
36624,"[0.9709325411656742, 11.999290827023096]"
8852,[0.9699196212259708]
32330,[0.9805154232512507]
17419,[0.9769632981254954]
70049,[0.970867198708803]
39241,[0.9965369301921989]
72561,[0.9742142915645535]
30761,"[0.9918696995130941, 10.483739619533559]"
14516,[0.983380384775793]
71020,[0.9708756062693124]
1523,[8.418462311727177]
81477,[2.3178144312395967]
83582,[3.3380405038923855]
39785,[0.9795729323577572]
472,[0.9925287103495235]
25453,[0.9722733133807092]
39245,"[0.9719807852026704, 0.9782994433526062]"
74076,[0.9751632953117598]
78925,[0.9726077403943404]
5266,[0.9720844152467444]
32557,[3.5679679647705296]
31030,[0.9763536776490951]
42201,[1.0127303108709085]
29593,[9.19652935116252]
76581,"[1.1369619837247396, 0.9705076940855605]"
71401,"[0.9827261842397578, 0.9775345115285656]"
72092,"[1.0053170417430923, 0.9981714404500363]"
12117,"[0.9829100915687733, 0.9703815702193985]"
36788,"[0.9714900254373772, 0.9818440265461044]"
77139,[0.9737204539223783]
31170,"[9.341018313420882, 0.9824162207447792, 0.9763928802513384]"
8112,[1.0184414185468735]
82268,[0.9728594431957077]
7136,"[0.9739572270293191, 9.459916187148254, 0.9920487116323956]"
18186,[0.980672703392491]
8143,[0.9991602559140598]
41114,[0.975437189399775]
38610,"[0.984106279052082, 2.4048041359566215]"
31537,[0.9646990470100866]
44990,[0.9723269407585707]
24519,"[0.9741639884104516, 1.0408080748176887, 13.72973784997325, 0.9782196491639862]"
78696,"[0.9755737846917031, 1.6012612424680441, 0.9799857812991307]"
6051,"[0.9889661147019168, 0.981251157647957, 0.9818878610792064, 8.369069713730944]"
34735,[6.8996892733149]
75598,[0.9788479283256573]
19778,[1.0109901926053277]
13649,[0.9801266416068704]
14718,[0.9715979560424504]
74662,[1.0070455511481062]
75741,[0.9667418573649571]
38936,"[0.9735316922384459, 1.032027662393367]"
34118,[0.9734608275580413]
74218,[0.9845531996790993]
1129,[0.9715449110726222]
23026,[5.214407239023649]
73810,[0.9819841277080268]
9971,[0.981965685849861]
10586,"[0.9941197573922742, 0.9701806908488873, 1.0113098432773246]"
30867,[0.9771982969502594]
6698,[0.9876891796695219]
24866,[9.887392738059326]
17437,[0.991248835273255]
39035,"[1.0162326411385454, 13.943585328835972, 13.332921833890685]"
38511,"[0.9809001554231547, 0.9798170546070687, 0.9837035957728246]"
23049,"[0.9805659864561854, 0.9786241113261209, 12.05968665765313]"
30607,[0.9798079864532706]
35636,"[1.0056456084239356, 0.9809647595555513]"
8182,"[0.9649746421905662, 0.9669874747710765]"
2176,[0.9724094760172108]
9527,[0.9712526105425616]
17083,[0.9726036284932127]
19325,[0.9734188454029952]
36785,[0.9758275295062143]
76194,[0.9678814765245767]
8356,[0.9688362231783922]
39610,[0.9768695886952299]
68531,[0.973712862679134]
23062,[0.9802625064438377]
35189,"[0.9713902012716696, 0.9725653723013421]"
12839,[0.9851617125797573]
5019,[10.59611254154666]
14928,"[0.9739967153283057, 0.9701716056715214, 0.9944840689159086, 0.9738664200485628]"
23791,[2.68819882589866]
76835,[9.235742865098771]
32291,[0.9878281278718367]
44198,[0.990425121486157]
74153,[1.9313747985864753]
44786,"[0.9764115382791764, 0.9729052946345981]"
26346,"[0.9741224351027383, 0.9755856311793104]"
7801,[0.9808361081416282]
36572,"[0.9824858819657641, 0.980465356029486]"
8183,[0.9739404003949765]
43925,[8.592147383677439]
13709,"[0.9806655254098375, 0.9801576931092751, 11.12050547412372]"
29673,"[0.9766143416059228, 0.9782807465319509]"
68591,[0.9822390583438982]
46005,[1.0193886253532132]
78632,[0.9703925167436399]
31818,"[0.9712691515675742, 11.02659692538224, 0.975828244059647]"
11946,[7.783257936053644]
6520,"[7.68267764474307, 1.9234377862550014, 0.9942838955644919, 0.9759571584149638, 7.647413845879119, 5.5466361013293435, 0.9946874094601198, 0.9900727168077585]"
9799,"[0.9746864435865711, 0.9733063407553058, 0.9753079489132529, 0.9879536468554768, 4.415786978209769, 11.262829963387208, 0.9715450900745967, 2.541378849734525]"
17590,[0.9679423568555501]
82617,[0.9680115503477976]
28083,[0.9688153592076983]
37537,"[0.9853720552141738, 0.9732231852915995]"
30516,"[0.9850276931547998, 0.9741109396523038, 13.319385623550268]"
45790,"[0.9995669011108219, 2.9710928840357154, 0.9829068799190454]"
24978,[12.782027161366656]
28861,"[0.9749745208468276, 0.9700426046821958]"
2608,[0.9753184860968683]
41431,[0.9806713173401822]
15809,[1.0255580022806994]
3510,"[1.0102083335672944, 1.0242946094055907, 0.9859276338193765, 1.076175771648103]"
29639,"[0.9848919860535982, 0.9660050849032631, 1.0262241112529542]"
72038,"[0.9707101456264272, 0.9721385623285931]"
10038,[0.968790479503303]
24736,[7.428512821505238]
34526,[0.9643858582426605]
13887,[0.9703211941657981]
9651,[8.978707264117842]
10633,"[0.987105918054261, 12.416553570995259, 0.9743100210919713, 1.8157953470935912]"
31958,[0.97541085796963]
17358,[0.9828139272003664]
73951,[8.839355155734808]
7864,"[0.9859719375439735, 0.991702547566341, 2.8110047042714172]"
6785,[0.9752502854743619]
15858,[1.001886654804075]
8210,[0.9767151338023389]
19628,[0.9686373648511866]
78051,[10.696600362021783]
34104,"[0.9741741594887903, 0.965030765549476, 0.9659216742502377]"
37368,[0.9764205993238063]
8784,[0.9816261486259654]
30042,[1.0832768258262482]
35770,[0.9747144554273076]
29412,"[0.9721529037119812, 7.4246123123895655]"
17316,[0.9725800587389757]
32170,"[0.9736741185877601, 0.9938126494349032]"
42652,[0.9729714566137714]
5054,"[0.9807353998051299, 0.9740365447739605]"
40862,[0.9687251633833784]
35438,[0.9898632806613453]
24006,[0.9661079011145173]
29164,[0.9720527365883419]
20099,[0.9822972553420674]
68560,[0.9687415426192619]
4264,"[0.9730693037095618, 0.9742424449695615]"
31989,[0.9724673944994711]
